	score	category_names	prices	isCorrect
997	3806	DDR5	2200	1
998	59	電腦零組件	630	1
999	3949	DDR3	139	1
1000	4813	DDR5	500	1
1001	831	其他	350	1
1002	3161	其他	18990	1
1003	3966	其他	800	1
1004	2117	DDR3	540	1
1005	260	DDR3	300	1
1006	3153	Athlon 64 X2AM2	800	1
1007	9	DDR3	140	1
1008	235	DDR5	420	1
1009	24	DDR5	2200	1
1010	938	DDR5	820	1
1011	7	DDR3	385	1
1012	4015	DDR5	800	1
1013	1260	顯示卡	39900	1
1014	3850	DDR5	700	1
1015	3769	DDR5	899	1
1016	4311	DDR5	500	1
1017	4345	DDR3	300	1
1018	3094	其他CPU	16999	1
1019	2000	DDR5	7200	1
1020	1259	DDR3	620	1
1021	3795	其他線材	1990	1
1022	1519	顯示卡	230	1
1023	1022	DDR3	250	1
1024	3753	其他	250	1
1025	3144	DDR3	1200	1
1026	3934	DDR3	520	1
1027	3661	DDR5	1400	1
1028	872	DDR5	2880	1
1029	4	其他	23900	1
1030	16	DDR3	240	1
1031	7	其他CPU	1560	1
1032	4171	DDR5	1050	1
1033	2	PCIE介面	90	1
1034	27	其他	200	1
1035	1026	顯示卡	1100	1
1036	6	DDR3	350	1
1037	3250	DDR3	450	1
1038	5572	DDR5	2990	1
1039	3307	其他	7688	1
1040	923	DDR5	630	1
1041	3366	DDR5	650	1
1042	2031	DDR3	290	1
1043	873	顯示卡	3000	1
1044	4005	顯示卡	990	1
1045	190	DDR5	1790	1
1046	576	其他	275	1
1047	599	DDR5	1700	1
1048	3	DDR5	2000	1
1049	3373	其他	20	1
1050	3070	造型	99	1
1051	24	其他	49	1
1052	902	DDR5	1850	1
1053	6	其他品牌	20	1
1054	716	其他	590	1
1055	3104	PCI介面	800	1
1056	4706	DDR5	1	1
1057	3963	DDR5	7000	1
1058	4371	DDR5	500	1
1059	312	DDR3	499	1
1060	3860	DDR3	520	1
1061	1889	DDR3	320	1
1062	3593	DDR3	850	1
1063	624	其他	260	1
1064	633	DDR5	950	1
1065	4849	其他	1000	1
1066	40	其他	350	1
1067	30	PCIE介面	6499	1
1068	3975	DDR5	550	1
1069	734	DDR5	1530	1
1070	3807	其他介面卡	2490	1
1071	3133	其他	4	1
1072	1684	其他	2990	1
1073	3154	DDR3	300	1
1074	5519	DDR5	460	1
1075	1717	DDR3	600	1
1076	21	DDR5	530	1
1077	4163	顯示卡	19999	1
1078	363	PCI介面	2500	1
1079	1162	DDR5	10	1
1080	1950	其他	22900	1
1081	796	其他	31400	1
1082	97	DDR5	300	1
1083	1	其他	3260	1
1084	327	顯示卡	4500	1
1085	4294	PCI介面	3800	1
1086	2	DDR5	999	1
1087	1219	DDR3	340	1
1088	4	其他	797	1
1089	3655	DDR5	750	1
1090	5076	其他	1600	1
1091	733	DDR3	400	1
1092	746	DDR3	350	1
1093	3876	DDR5	3880	1
1094	4185	DDR3	350	1
1095	3131	DDR5	1999	1
1096	4122	其他	4700	1
1097	1206	DDR5	490	1
1098	3287	其他	7250	1
1099	716	DDR5	499	1
1100	133	其他廠牌	20	1
1101	5266	其他	43900	1
1102	3741	其他	1900	1
1103	383	DDR5	300	1
1104	7	手電筒頭燈	430	1
1105	4447	其他	6890	1
1106	951	顯示卡	195	1
1107	3118	附件及改裝品	169	1
1108	10	轉接線、轉接頭	130	1
1109	1660	14吋	3099	1
1110	30	DDR3	300	1
1111	3064	其他散熱裝置	70	1
1112	3852	DDR3	550	1
1113	3772	其他	600	1
1114	962	DDR5	290	1
1115	5	電腦零組件	399	1
1116	28	DDR5	480	1
1117	5222	DDR5	2700	1
1118	4096	電腦零組件	19990	1
1119	3355	其他	53	1
1120	3945	其他	14690	1
1121	1886	DDR5	500	1
1122	2870	DDR5	3800	1
1123	4725	DDR5	15000	1
1124	3689	DDR5	9500	1
1125	4097	DDR3	350	1
1126	3927	DDR5	3	1
1127	86	其他CPU	6390	1
1128	3934	PCIE介面	19500	1
1129	882	其他	30900	1
1130	1047	DDR3	3580	1
1131	3603	其他	30000	1
1132	3712	DDR3	400	1
1133	4161	其他	750	1
1134	4280	其他	1500	1
1135	36	DDR5	399	1
1136	1	DDR3	599	1
1137	3750	附件及改裝品	4	1
1138	972	其他電腦周邊設備	299	1
1139	335	其他	350	1
1140	4499	其他	149	1
1141	38	其他	799	1
1142	173	PCIE介面	3990	1
1143	1	其他散熱裝置	600	1
1144	1709	DDR3	260	1
1145	3045	其他	37490	1
1146	911	DDR5	890	1
1147	867	其他	200	1
1148	949	DDR3	250	1
1149	20	DDR3	300	1
1150	1	DDR3	220	1
1151	3088	DDR5	300	1
1152	1376	其他	350	1
1153	1354	顯示卡	1900	1
1154	765	DDR5	570	1
1155	2	AGP介面	200	1
1156	61	顯示卡	15900	1
1157	3466	電腦零組件	7099	1
1158	11	介面卡	99	1
1159	231	DDR3	650	1
1160	4125	DDR5	4000	1
1161	766	DDR5	200	1
1162	3297	DDR5	13900	1
1163	4595	其他電腦周邊設備	19338	1
1164	3907	DDR5	1000	1
1165	3316	DDR5	600	1
1166	3815	DDR5	25000	1
1167	2	電腦周邊設備	350	1
1168	3403	顯示卡	2690	1
1169	56	其他	12	1
1170	3947	AGP介面	150	1
1171	59	空機殼	2000	1
1172	80	顯示卡	1700	1
1173	27	其他	799	1
1174	879	DDR3	350	1
1175	68	AGP介面	899	1
1176	32	17吋	4800	1
1177	3051	其他	5790	1
1178	3432	其他	300	1
1179	3812	DDR5	600	1
1180	3773	DDR5	2800	1
1181	4207	其他	24800	1
1182	28	DDR5	470	1
1183	40	DDR5	790	1
1184	1020	DDR5	410	1
1185	4633	DDR3	300	1
1186	1235	DDR3	350	1
1187	4034	DDR5	28000	1
1188	2546	DDR3	150	1
1189	2842	DDR3	390	1
1190	3934	DDR5	520	1
1191	3185	DDR3	290	1
1192	3642	顯示卡	195	1
1193	4093	DDR5	11900	1
1194	3755	DDR3	250	1
1195	775	DDR5	840	1
1196	782	DDR3	180	1
1197	3432	其他	16888	1
1198	4708	DDR5	1640	1
1199	3943	DDR3	800	1
1200	1025	其他	4700	1
1201	4144	其他	1600	1
1202	921	DDR5	350	1
1203	938	DDR5	400	1
1204	117	DDR5	999	1
1205	5331	DDR5	1400	1
1206	3054	其他類型	1	1
1207	177	其他	99	1
1208	183	接線端子	60	1
1209	621	DDR5	700	1
1210	666	轉接線、轉接頭	80	1
1211	5370	PCI介面	350	1
1212	4779	DDR3	320	1
1213	1879	DDR5	890	1
1214	3463	DDR3	2550	1
1215	4905	DDR3	150	1
1216	1983	DDR5	500	1
1217	3381	DDR5	2100999	1
1218	3867	其他	200	1
1219	68	其他	88888	1
1220	1734	其他	850	1
1221	1816	DDR3	300	1
1222	4991	其他	12000	1
1223	4748	顯示卡	27000	1
1224	4353	其他	13500	1
1225	3115	其他	300	1
1226	202	風扇式	250	1
1227	3790	其他	6990	1
1228	3041	DDR5	900	1
1229	6920	DDR3	270	1
1230	4474	PCIE介面	150	1
1231	29	顯示卡	5260	1
1232	3755	DDR3	500	1
1233	1209	顯示卡	33000	1
1234	50	風扇式	299	1
1235	883	DDR3	129	1
1236	4143	DDR3	650	1
1237	198	顯示卡	2000	1
1238	714	DDR5	3200	1
1239	3851	DDR5	1200	1
1240	938	DDR3	700	1
1241	1983	DDR5	530	1
1242	175	其他	4600	1
1243	3162	DDR5	1400	1
1244	3086	AGP介面	100	1
1245	347	DDR5	1300	1
1246	179	其他	199	1
1247	5	其他電腦周邊設備	15	1
1248	4	其他	422	1
1249	3048	其他	3	1
1250	3943	顯示卡	6790	1
1251	3821	DDR5	1000	1
1252	4163	其他	750	1
1253	807	DDR3	220	1
1254	3315	DDR3	250	1
1255	285	DDR3	300	1
1256	4788	其他	13980	1
1257	173	其他	100	1
1258	3217	DDR5	600	1
1259	11	顯示卡	300	1
1260	3174	DDR5	7300	1
1261	1551	DDR3	300	1
1262	4502	DDR5	1900	1
1263	3825	DDR5	2200	1
1264	3	其他	500	1
1265	4007	DDR3	300	1
1266	826	DDR3	580	1
1267	4560	其他	17900	1
1268	4	DDR3	499	1
1269	410	DDR3	200	1
1270	4536	DDR3	499	1
1271	578	其他	48278	1
1272	1715	DDR5	1000	1
1273	3493	其他廠牌CPU	300	1
1274	3	其他	3000	1
1275	3049	PCI介面	16990	1
1276	3219	DDR5	700	1
1277	5532	其他	36990	1
1278	4066	DDR5	600	1
1279	1007	其他	2700	1
1280	910	顯示卡	7000	1
1281	1791	DDR5	1200	1
1282	74	其他	140	1
1283	3809	DDR5	1	1
1284	3088	DDR3	240	1
1285	45	DDR5	290	1
1286	4059	其他	1150	1
1287	1344	DDR5	750	1
1288	4703	DDR5	5000	1
1289	3722	DDR5	500	1
1290	3815	DDR5	1880	1
1291	3629	DDR3	200	1
1292	86	準系統、迷你電腦	27000	1
1293	4867	其他	3800	1
1294	942	DDR3	240	1
1295	1890	其他	3800	1
1296	211	DDR5	650	1
1297	80	DDR5	1300	1
1298	80	DDR5	1000	1
1299	4317	DDR5	950	1
1300	3132	附件及改裝品	790	1
1301	71	附件及改裝品	10	1
1302	3616	其他	900	1
1303	3900	其他	560	1
1304	3168	PCI介面	1800	1
1305	46	附件及改裝品	20	1
1306	129	其他	1398	1
1307	21	DDR5	899	1
1308	3131	DDR5	2388	1
1309	1159	DDR5	1200	1
1310	157	DDR5	1500	1
1311	3827	顯示卡	1700	1
1312	4076	DDR5	11000	1
1313	213	DDR3	230	1
1314	1875	DDR5	700	1
1315	899	其他	6990	1
1316	3396	其他	97000	1
1317	3857	DDR5	899	1
1318	2002	DDR3	390	1
1319	3413	DDR5	3500	1
1320	2306	DDR5	790	1
1321	949	DDR5	450	1
1322	3051	DDR5	2000	1
1323	4264	顯示卡	3300	1
1324	4227	DDR5	7700	1
1325	3045	PCIE介面	4500	1
1326	397	繪圖3D加速卡	1790	1
1327	661	DDR3	700	1
1328	4705	DDR3	300	1
1329	1	其他線材	100	1
1330	40	散熱片、導管	2390	1
1331	3111	散熱精品	340	1
1332	4705	PCI介面	4600	1
1333	824	DDR3	330	1
1334	4136	DDR5	600	1
1335	2305	DDR3	420	1
1336	687	DDR3	250	1
1337	1189	DDR5	4200	1
1338	4374	DDR5	13500	1
1339	3449	DDR5	2600	1
1340	1440	PCIE介面	300	1
1341	194	DDR5	1400	1
1342	614	DDR5	2000	1
1343	11	其他	800	1
1344	683	DDR3	299	1
1345	4013	其他	13800	1
1346	301	DDR5	50	1
1347	34	DDR5	530	1
1348	4633	其他	500	1
1349	950	DDR5	450	1
1350	652	其他	29000	1
1351	1031	DDR3	300	1
1352	16	DDR5	100	1
1353	808	DDR3	290	1
1354	310	其他	60000	1
1355	1063	DDR5	400	1
1356	4108	其他CPU	22222	1
1357	3117	DDR3	688	1
1358	41	DDR5	1390	1
1359	905	DDR3	1000	1
1360	122	K6	5	1
1361	67	顯示卡	8200	1
1362	207	AGP介面	200	1
1363	3984	其他	390	1
1364	1211	其他	2100	1
1365	25	其他	49	1
1366	1	DDR5	999	1
1367	156	其他	2000	1
1368	2136	DDR5	500	1
1369	3741	DDR5	9700	1
1370	5774	DDR3	150	1
1371	4	DDR3	200	1
1372	2	旗鑑四核	1100	1
1373	1136	PCIE介面	2000	1
1374	1612	DDR3	9999	1
1375	688	DDR5	4500	1
1376	3449	顯示卡	1950	1
1377	3940	其他	10800	1
1378	3754	其他	2000	1
1379	4639	DDR3	200	1
1380	869	DDR5	999999	1
1381	3106	其他	34900	1
1382	3934	DDR3	450	1
1383	214	DDR3	420	1
1384	1267	DDR5	1999	1
1385	3943	其他	1000	1
1386	1674	DDR5	590	1
1387	973	DDR5	2200	1
1388	6	附件及改裝品	65	1
1389	4812	DDR5	9300	1
1390	4189	DDR5	900	1
1391	3122	風扇式	29	1
1392	1019	轉接線、轉接頭	50	1
1393	563	DDR5	900	1
1394	7	代購、代賣	3550	1
1395	4994	DDR5	11999	1
1396	250	DDR3	249	1
1397	4514	顯示卡	375	1
1398	1336	DDR5	380	1
1399	3708	PCI介面	275	1
1400	1396	DDR5	1940	1
1401	1542	DDR5	600	1
1402	828	DDR3	599	1
1403	1	其他電腦周邊設備	100	1
1404	1118	DDR5	290	1
1405	926	DDR5	700	1
1406	4556	其他	11500	1
1407	11	DIY 電競	7200	1
1408	5222	DDR5	3500	1
1409	1174	DDR5	100	1
1410	1350	DDR3	500	1
1411	5	DDR5	4080	1
1412	973	其他	150	1
1413	2197	DDR5	1490	1
1414	814	DDR5	650	1
1415	833	DDR5	490	1
1416	5	DDR3	150	1
1417	4056	DDR3	600	1
1418	3753	DDR5	600	1
1419	1148	顯示卡	6000	1
1420	986	DDR5	150	1
1421	506	DDR3	150	1
1422	303	DDR5	5500	1
1423	3194	其他	25	1
1424	129	其他	40	1
1425	24	其他	260	1
1426	1066	轉接線、轉接頭	90	1
1427	3052	DDR5	500	1
1428	746	轉接線、轉接頭	60	1
1429	4776	DDR5	229	1
1430	8	顯示卡	1100	1
1431	2	AGP介面	100	1
1432	4595	DDR5	500	1
1433	3074	PCI介面	550	1
1434	1856	DDR5	350	1
1435	3821	DDR3	299	1
1436	5	其他	500	1
1437	1224	DDR5	48200	1
1438	3041	DDR5	7200	1
1439	29	DDR3	330	1
1440	5329	DDR5	1500	1
1441	232	AGP介面	180	1
1442	20	DDR3	350	1
1443	4271	DDR3	350	1
1444	9	DDR3	499	1
1445	3173	DDR5	580	1
1446	51	轉接線、轉接頭	60	1
1447	3	顯示卡	120	1
1448	4544	DDR5	1800	1
1449	3754	DDR3	230	1
1450	2	顯示卡	1	1
1451	4617	DDR5	2700	1
1452	824	DDR5	500	1
1453	3936	DDR3	700	1
1454	3165	DDR5	500	1
1455	5319	DDR5	4500	1
1456	3806	其他	2100	1
1457	122	其他	5800	1
1458	3879	其他	4	1
1459	10	螢幕線	295	1
1460	6	PCI介面	200	1
1461	850	風扇式	200	1
1462	3158	附件及改裝品	10	1
1463	3375	DDR5	3999	1
1464	3072	其他	10	1
1465	5231	DDR3	350	1
1466	4	DDR5	99	1
1467	3936	DDR5	11999	1
1468	4017	DDR5	199	1
1469	4991	顯示卡	13000	1
1470	1918	DDR5	1590	1
1471	1800	DDR5	1990	1
1472	824	DDR3	290	1
1473	3556	DDR5	2520	1
1474	1106	DDR3	635	1
1475	4	其他	326	1
1476	1168	DDR5	1500	1
1477	3619	其他	8360	1
1478	884	DDR5	550	1
1479	3	介面卡	750	1
1480	4229	顯示卡	195	1
1481	1140	DDR5	700	1
1482	4518	其他	600	1
1483	19	DIY 電競	1	1
1484	394	其他	150	1
1485	468	其他	448	1
1486	808	DDR5	400	1
1487	3048	其他	600	1
1488	106	DDR3	468	1
1489	19	DDR5	1790	1
1490	3497	其他攝影機配件	42900	1
1491	1624	轉接線、轉接頭	80	1
1492	311	DDR3	650	1
1493	4264	其他	285	1
1494	4529	DDR3	399	1
1495	5220	DDR5	4500	1
1496	4063	DDR3	330	1
1497	3900	Core i7	1280	1
1498	316	DDR5	500	1
1499	1060	DDR3	400	1
1500	4483	其他	31900	1
1501	4373	DDR5	900	1
1502	4707	DDR5	350	1
1503	4307	DDR5	1500	1
1504	3309	顯示卡	6500	1
1505	4248	其他	28500	1
1506	3915	DDR3	350	1
1507	4726	DDR5	450	1
1508	1	DDR5	150	1
1509	138	DDR5	390	1
1510	189	DDR5	1400	1
1511	155	DDR3	1800	1
1512	88	DDR5	999	1
1513	3847	DDR5	480	1
1514	4705	DDR5	3000	1
1515	787	DDR5	1400	1
1516	3041	DDR3	300	1
1517	859	DDR5	430	1
1518	5464	DDR5	19999	1
1519	4351	DDR5	1150	1
1520	250	DDR3	299	1
1521	1651	顯示卡	22000	1
1522	3	商用電話	3500	1
1523	1	DDR3	500	1
1524	3164	DDR5	6000	1
1525	60	散熱片、導管	119	1
1526	2	其他筆電周邊	990	1
1527	3050	DDR5	3350	1
1528	3269	轉接線、轉接頭	10	1
1529	29	DDR5	1210	1
1530	454	DDR5	24500	1
1531	853	DDR3	360	1
1532	2	其他	299	1
1533	3468	DDR5	550	1
1534	938	PCI介面	80	1
1535	3780	其他	100	1
1536	40	DDR3	480	1
1537	915	其他	290	1
1538	863	其他	17900	1
1539	102	DDR3	599	1
1540	4975	DDR5	450	1
1541	3383	DDR5	700	1
1542	3755	DDR5	7860	1
1543	3456	其他	59999	1
1544	4383	其他系列CPU	490	1
1545	1005	DDR5	620	1
1546	740	DDR3	450	1
1547	4405	PCIE介面	15300	1
1548	304	其他	36000	1
1549	759	DDR5	6800	1
1550	966	DDR3	200	1
1551	1683	電腦周邊耗材	250	1
1552	4005	DDR5	15500	1
1553	3	DDR3	100	1
1554	4203	PCIE介面	8000	1
1555	1	DDR5	1300	1
1556	3942	DDR3	310	1
1557	1264	DDR3	400	1
1558	941	DDR3	500	1
1559	4107	其他	550	1
1560	1475	顯示卡	2500	1
1561	2138	顯示卡	6800	1
1562	4226	DDR5	450	1
1563	4997	其他電腦周邊設備	1200	1
1564	3151	DDR5	15500	1
1565	3797	顯示卡	200	1
1566	5262	顯示卡	1450	1
1567	3850	其他	10	1
1568	3319	DDR5	8500	1
1569	5187	其他	500	1
1570	2	DDR3	500	1
1571	8	其他	45	1
1572	2	Core2 Duo	5898	1
1573	2	顯示卡	430	1
1574	10	Intel CPU 主機板	400	1
1575	1669	DDR3	320	1
1576	1240	DDR3	550	1
1577	1712	其他	59990	1
1578	4242	其他	300	1
1579	4435	顯示卡	9500	1
1580	1584	DDR3	200	1
1581	1032	其他	2600	1
1582	3957	電腦零組件	8888	1
1583	3776	其他	149	1
1584	107	顯示卡	33999	1
1585	1211	其他	1700	1
1586	1567	DDR3	700	1
1587	11	其他	240	1
1588	3847	DDR5	150	1
1589	628	其他	1100	1
1590	1	其他	100	1
1591	2017	DDR5	3700	1
1592	2	DDR5	150	1
1593	3484	其他	19950	1
1594	1	DDR5	2000	1
1595	3615	其他CPU 主機板	3600	1
1596	3726	DDR3	200	1
1597	5158	DDR5	1099	1
1598	3962	DDR5	11800	1
1599	4624	DDR5	400	1
1600	1156	DDR3	200	1
1601	1336	DDR3	690	1
1602	3797	其他	7990	1
1603	3934	DDR5	1200	1
1604	3125	DDR5	1388	1
1605	759	其他	130	1
1606	895	其他	210	1
1607	25	DDR5	50	1
1608	394	DDR5	1499	1
1609	4479	顯示卡	245	1
1610	1494	顯示卡	200	1
1611	4219	DDR3	350	1
1612	3183	DDR5	4499	1
1613	65	排線	990	1
1614	3155	其他散熱裝置	10	1
1615	27	含風扇	1490	1
1616	361	DDR3	240	1
1617	2080	DDR3	640	1
1618	808	DDR3	900	1
1619	3743	DDR3	380	1
1620	3706	其他	44900	1
1621	3810	其他	220	1
1622	119	橫式機殼	999	1
1623	3916	DDR5	150	1
1624	4267	DDR3	300	1
1625	355	DDR5	1000	1
1626	215	PCIE介面	6800	1
1627	3434	其他	250	1
1628	2	DDR3	349	1
1629	3942	DDR3	350	1
1630	5011	DDR5	6700	1
1631	205	顯示卡	900	1
1632	3847	DDR3	240	1
1633	3319	DDR5	3090	1
1634	10	顯示卡	399	1
1635	3418	其他	3000	1
1636	1	DDR3	370	1
1637	4496	DDR5	350	1
1638	5025	DDR5	390	1
1639	37	DDR5	650	1
1640	890	顯示卡	38000	1
1641	138	附件及改裝品	10	1
1642	132	USB HUB	790	1
1643	5012	AGP介面	400	1
1644	1660	DDR3	400	1
1645	3355	DDR5	350	1
1646	3750	DDR5	1800	1
1647	528	DDR3	750	1
1648	386	DDR5	2200	1
1649	3746	DDR5	4	1
1650	3205	顯示卡	6330	1
1651	1523	DDR5	590	1
1652	4183	DDR5	3400	1
1653	270	DDR5	2499	1
1654	3927	DDR3	250	1
1655	3959	其他	3999	1
1656	1	其他	4030	1
1657	3214	DDR5	250	1
1658	26	其他	200	1
1659	37	DDR5	650	1
1660	4204	其他	800	1
1661	331	DDR5	1000	1
1662	3743	DDR5	2990	1
1663	3042	其他	9500	1
1664	76	其他電腦周邊設備	12480	1
1665	1886	DDR5	500	1
1666	855	DDR5	790	1
1667	3090	其他	1300	1
1668	3963	PCIE介面	27900	1
1669	1557	DDR5	700	1
1670	1	DDR5	1399	1
1671	4624	DDR5	550	1
1672	3767	DDR3	530	1
1673	380	DDR5	1600	1
1674	3098	其他散熱裝置	35	1
1675	3396	螢幕線	45	1
1676	38	16吋	1500	1
1677	3179	其他散熱裝置	130	1
1678	3668	轉接線、轉接頭	129	1
1679	40	其他	20	1
1680	3468	DDR5	1240	1
1681	2	DDR5	250	1
1682	1	其他電腦記憶體	100	1
1683	2736	其他	250	1
1684	1157	DDR3	550	1
1685	5040	其他	13990	1
1686	4702	MSI 微星	28900	1
1687	541	DDR5	500	1
1688	3527	其他	500	1
1689	3278	其他	850	1
1690	1178	DDR3	250	1
1691	4004	顯示卡	4300	1
1692	1655	DDR5	350	1
1693	4786	其他	30000	1
1694	4722	DDR5	1750	1
1695	4905	介面卡	17990	1
1696	283	其他	5740	1
1697	911	DDR5	1980	1
1698	67	顯示卡	17900	1
1699	734	DDR5	1499	1
1700	5529	DDR5	330	1
1701	4384	DDR5	400	1
1702	3970	DDR3	360	1
1703	3167	其他	19500	1
1704	3922	其他	130	1
1705	15	PCI介面	600	1
1706	40	DDR5	4400	1
1707	131	顯示卡	120	1
1708	3757	DDR5	15390	1
1709	45	附件及改裝品	18	1
1710	1570	DDR3	340	1
1711	7	DDR3	700	1
1712	2	介面卡	99	1
1713	1672	DDR5	1450	1
1714	4614	DDR5	2800	1
1715	941	DDR5	4800	1
1716	3058	其他	250	1
1717	729	DDR3	250	1
1718	3942	其他	550	1
1719	682	電源線	60	1
1720	230	AGP介面	200	1
1721	3785	DDR3	250	1
1722	283	其他	400	1
1723	4785	其他	12000	1
1724	1876	DDR5	2998	1
1725	4666	DDR5	4500	1
1726	2002	DDR3	500	1
1727	237	DDR5	200	1
1728	1685	DDR3	250	1
1729	38	DDR3	300	1
1730	4809	DDR5	380	1
1731	2410	DDR3	250	1
1732	306	DDR3	150	1
1733	4343	其他	300	1
1734	3663	其他	30090	1
1735	4152	其他	5500	1
1736	375	DDR5	1890	1
1737	3053	其他	16999	1
1738	29	其他	449	1
1739	4825	DDR5	5090	1
1740	3943	其他	3500	1
1741	72	附件及改裝品	15	1
1742	1192	顯示卡	1200	1
1743	4775	DDR3	300	1
1744	4030	其他	5990	1
1745	944	DDR5	46500	1
1746	3069	其他電腦周邊設備	169	1
1747	3592	顯示卡	10990	1
1748	3781	DDR5	2600	1
1749	3937	DDR3	399	1
1750	4520	其他	16900	1
1751	900	DDR3	730	1
1752	4003	其他	200	1
1753	4461	DDR5	4700	1
1754	3918	DDR5	2000	1
1755	3343	DDR3	1200	1
1756	4446	DDR5	249	1
1757	1	其他CPU	15	1
1758	1984	DDR5	690	1
1759	21	DDR3	240	1
1760	184	DDR3	480	1
1761	826	其他	4990	1
1762	3857	其他	29900	1
1763	86	轉接線、轉接頭	99	1
1764	3823	PCIE介面	800	1
1765	4653	DDR5	9900	1
1766	4	DDR5	60	1
1767	223	DDR5	1100	1
1768	3208	顯示卡	200	1
1769	3670	DDR3	300	1
1770	3185	顯示卡	399	1
1771	3049	其他	150	1
1772	3041	DDR3	300	1
1773	4839	顯示卡	1700	1
1774	2218	其他	5000	1
1775	112	其他	2	1
1776	5426	DDR3	230	1
1777	1660	DDR3	350	1
1778	3184	DDR5	5620	1
1779	3984	其他	200	1
1780	4	DDR5	820	1
1781	4500	其他	200	1
1782	4	卡通圖案	520	1
1783	3748	DDR3	280	1
1784	4	電腦周邊設備	600	1
1785	1245	DDR5	420	1
1786	5095	其他	7090	1
1787	4244	其他	900	1
1788	3282	DDR5	1500	1
1789	4682	DDR5	1000	1
1790	3465	DDR3	1960	1
1791	3278	其他	850	1
1792	5	DDR5	5990	1
1793	4774	顯示卡	28000	1
1794	189	顯示卡	6500	1
1795	3519	其他	13900	1
1796	885	DDR3	340	1
1797	38	DDR5	590	1
1798	63	DDR5	550	1
1799	3177	AGP介面	20	1
1800	5080	DDR3	300	1
1801	3437	其他	2100	1
1802	27	其他	200	1
1803	41	DDR3	170	1
1804	255	顯示卡	23000	1
1805	4499	其他	41900	1
1806	1881	DDR5	1100	1
1807	3	螢幕線	180	1
1808	3061	DDR3	200	1
1809	5373	DDR3	700	1
1810	3936	DDR5	899	1
1811	5422	DDR5	690	1
1812	3979	其他	18500	1
1813	4196	DDR5	3400	1
1814	2833	DDR3	690	1
1815	3857	其他	66900	1
1816	411	其他	8400	1
1817	1	其他	200	1
1818	37	其他電腦周邊設備	790	1
1819	70	附件及改裝品	1400	1
1820	258	其他	80	1
1821	76	DDR3	330	1
1822	3813	其他	7000	1
1823	3859	DDR3	550	1
1824	524	其他	100	1
1825	4	DDR5	300	1
1826	1199	DDR5	499	1
1827	4922	其他	2000	1
1828	4767	DDR3	1790	1
1829	3914	DDR5	1750	1
1830	3807	DDR5	7500	1
1831	5115	DDR3	390	1
1832	1027	DDR5	700	1
1833	4985	其他	15200	1
1834	91	轉接線、轉接頭	20	1
1835	1381	DDR3	1200	1
1836	40	DDR5	400	1
1837	1881	DDR3	400	1
1838	4396	其他	150	1
1839	5709	DDR3	200	1
1840	4113	DDR5	1500	1
1841	3533	DDR5	2000	1
1842	228	DDR5	420	1
1843	4754	其他	799	1
1844	186	顯示卡	500	1
1845	3853	DDR5	500	1
1846	4511	DDR5	1100	1
1847	2	PCIE介面	1200	1
1848	3969	其他	750	1
1849	4645	DDR5	300	1
1850	2	DDR3	249	1
1851	1242	DDR5	250	1
1852	4471	DDR5	4240	1
1853	4240	其他	250	1
1854	4164	DDR5	600	1
1855	3124	顯示卡	4000	1
1856	4	DDR3	450	1
1857	2	顯示卡	199	1
1858	693	附件及改裝品	2400	1
1859	1	DDR5	599	1
1860	1894	DDR3	200	1
1861	4615	DDR3	200	1
1862	621	DDR5	700	1
1863	41	風扇式	100	1
1864	852	DDR3	399	1
1865	200	其他	250	1
1866	4418	DDR5	650	1
1867	1035	DDR3	350	1
1868	3	螢幕線	202	1
1869	3943	DDR5	3290	1
1870	4712	PCI介面	600	1
1871	3912	DDR5	390	1
1872	3103	PCIE介面	1390	1
1873	4385	DDR3	350	1
1874	766	DDR5	350	1
1875	4776	DDR5	4000	1
1876	4478	DDR3	300	1
1877	992	顯示卡	15000	1
1878	1	顯示卡	11000	1
1879	2141	DDR5	300	1
1880	486	DDR5	900	1
1881	3077	風扇式	290	1
1882	3344	空機殼	25900	1
1883	4271	其他	195	1
1884	1582	其他線材	24	1
1885	251	DDR5	13900	1
1886	491	DDR5	4000	1
1887	4598	其他廠牌	500	1
1888	1685	DDR5	4999	1
1889	4736	DDR5	950	1
1890	3230	DDR3	200	1
1891	1007	其他	2500	1
1892	68	DDR5	400	1
1893	2328	其他	26500	1
1894	3875	DDR5	2100	1
1895	4653	DDR3	450	1
1896	946	DDR3	350	1
1897	3233	Intel CPU 主機板	4250	1
1898	1892	DDR5	400	1
1899	4	DDR5	2000	1
1900	1473	DDR5	1500	1
1901	33	DDR5	550	1
1902	193	顯示卡	305	1
1903	547	DDR5	19666	1
1904	3727	DDR3	400	1
1905	4414	DDR3	700	1
1906	3446	其他	300	1
1907	4827	DDR5	7800	1
1908	75	顯示卡	1600	1
1909	3041	其他	598	1
1910	4047	顯示卡	26500	1
1911	3564	DDR5	700	1
1912	69	其他	300	1
1913	3879	其他	5	1
1914	2	AGP介面	300	1
1915	666	轉接線、轉接頭	80	1
1916	98	其他	120	1
1917	952	DDR3	400	1
1918	1860	DDR3	380	1
1919	941	DDR5	700	1
1920	66	轉接線、轉接頭	100	1
1921	3746	DDR5	18500	1
1922	85	DDR5	1090	1
1923	2034	DDR3	440	1
1924	3133	DDR3	200	1
1925	29	DDR3	380	1
1926	2832	DDR3	390	1
1927	64	DIY 電競	6500	1
