	score	category_names	prices	isCorrect
963	53	圓裙	110	0
964	0	沐浴用具	360	0
965	0	其他	500	0
966	0	攝影集、寫真	1740	0
967	0	其他	170	0
968	0	皮革清潔	380	0
969	0	其他	20	0
970	0	其他	700	0
971	0	其他機車零組件	250	0
972	105	外接式DVD燒錄機	350	0
973	0	變速系統零件	2500	0
974	4	變速系統零件	160	0
975	45	Canon	250	0
976	0	補漆	2399	0
977	2	其他燈具	39	0
978	0	米、麵、穀物	185	0
979	0	料理刀具、砧板	80	0
980	0	撲克牌	299	0
981	0	電子電工工具	10	0
982	3	引擎機油	225	0
983	0	其他	780	0
984	0	其他	30	0
985	0	刀劍金屬模型	400	0
986	0	古書善本	200	0
987	0	其他電腦周邊設備	799	0
988	4	其他五金工具	45	0
989	0	串珠	29	0
990	0	其他合法改裝套件	1200	0
991	0	其他居家安全用品	300	0
992	29	其他	80	0
993	0	勵志文學	140	0
994	0	握把、龍頭	168	0
995	1	其他線材	2	0
996	0	同人誌	330	0
997	0	遊戲王	10	0
998	29	監控攝影機	90	0
999	0	日本	30	0
1000	0	大專、大學用書	720	0
1001	0	大專、大學用書	675	0
1002	0	拼圖	59	0
1003	0	各式夾具	180	0
1004	0	包裝用品	1000	0
1005	0	儀表板	120	0
1006	0	其他	149	0
1007	0	日本小說	200	0
1008	0	其他漫畫	1000	0
1009	0	電玩遊戲	60	0
1010	0	其他	69	0
1011	0	其他	160	0
1012	1	零件、配件	3	0
1013	7	Desire系列	79	0
1014	0	皮革清潔	1500	0
1015	1	圓頭拖鞋	329	0
1016	0	其他汽車零件	300	0
1017	0	磁鐵	52	0
1018	0	其他	29	0
1019	0	內置底部式過濾器	2200	0
1020	0	淋浴用龍頭	190	0
1021	0	船型隱形襪	10	0
1022	4	其他音響設備	80	0
1023	0	零件、配件	3	0
1024	0	吸乳器 	199	0
1025	0	螺絲批旋具頭	150	0
1026	0	引擎、車組零件	90	0
1027	0	背包、背袋	1520	0
1028	0	變速系統零件	90	0
1029	7	其他	500	0
1030	0	前後大燈	2500	0
1031	0	電視遙控器	250	0
1032	0	海洋堂、山口式	2200	0
1033	0	其他	770	0
1034	0	貓跳台	1110	0
1035	0	乳酪、起士	790	0
1036	9	電阻器	110	0
1037	0	行車記錄器	120	0
1038	41	CORSAIR	890	0
1039	0	握把、龍頭	99999	0
1040	0	其他	40	0
1041	0		65	0
1042	0	中國歷史小說	112	0
1043	0	遊戲王	5	0
1044	0	有機米、麵、穀物	335	0
1045	0	其他文具	30	0
1046	0	集塵袋	100	0
1047	0	卸妝乳、霜	399	0
1048	0	素色	160	0
1049	0	BB彈彈匣	160	0
1050	0	褲子	650	0
1051	1	中港台	365	0
1052	0	其他床墊	1780	0
1053	0	演唱會實錄	60	0
1054	0	SD系列	450	0
1055	0	其他音響設備	120	0
1056	0	印章 	50	0
1057	0	LED燈	275	0
1058	0	其他	160	0
1059	0	鈦鋼材質	430	0
1060	0	遊戲王	65444	0
1061	0	咖啡豆	500	0
1062	5	氣動工具	6500	0
1063	10	其他紙牌遊戲	10	0
1064	0	螺、蚌、蛤、蚵、貝類	70	0
1065	0	其他	50	0
1066	1	遊戲王	50	0
1067	0	沙發矮凳	1794	0
1068	0	無痕褲	139	0
1069	0	其他	60	0
1070	0	其他音響設備	8	0
1071	0	油品	100	0
1072	0	其他	799	0
1073	0	有線系統	3100	0
1074	0	電子電工工具	880	0
1075	0	傢俱清潔養護	59	0
1076	12	傻瓜相機	99	0
1077	1	電子電工工具	175	0
1078	0	其他	50	0
1079	0	製圖用品、尺規	700	0
1080	0	其他五金工具	190	0
1081	0	其他用具	300	0
1082	7	零件、配件	3	0
1083	1	遊戲王	30	0
1084	0	日本職棒	10	0
1085	0	電子電工工具	1500	0
1086	0	遊戲王	60	0
1087	0	遊戲王	5	0
1088	0	法器供品	300	0
1089	0	Nike	700	0
1090	0	其他	28	0
1091	0	辦公櫥櫃	3350	0
1092	4	燈罩、燈泡	99	0
1093	0	壁燈	3600	0
1094	0	其他	220	0
1095	0	種子、球根	600	0
1096	0	燈座、燈管	219	0
1097	0	自然科學	100	0
1098	53	束腹用品	150	0
1099	0	引擎、車組零件	698	0
1100	0	速食調理包	55	0
1101	0	靈芝、人參 、松茸	150	0
1102	0	其他餅乾	590	0
1103	0	有門衣櫃	3399	0
1104	0	握把、龍頭	140	0
1105	0	教學軟體	130	0
1106	0	其他益智遊戲、玩具	599	0
1107	0	其他用具	10	0
1108	0	模型漆、底漆	50	0
1109	112	其他	289	0
1110	0	LED燈	250	0
1111	1	花苗、樹苗	2599	0
1112	0	其他登山露營裝備	60	0
1113	0	握把、龍頭	1280	0
1114	1	零件、配件	49	0
1115	0	其他手工藝材料	2450	0
1116	0	氣閥、壓力錶、鋼瓶	24	0
1117	0	褲子	480	0
1118	0	流理台	7400	0
1119	1	其他	20	0
1120	3	其他五金工具	8888888	0
1121	0	遊戲王	10	0
1122	0	SAMPO 聲寶	70	0
1123	0	毛線編織用品	65	0
1124	0	彩妝組合	450	0
1125	0	其他手工藝材料	110	0
1126	0	筆記型電腦散熱座	99	0
1127	0	其他登山露營裝備	116	0
1128	0	大專、大學用書	300	0
1129	0	其它	600	0
1130	0	其他機車零組件	120	0
1131	0	遊戲王	30	0
1132	0	南北貨	160	0
1133	0	一般蔬菜	109	0
1134	0	電鎚	70	0
1135	0	電鎚	10	0
1136	53	眼鏡盒	40	0
1137	0	其他	350	0
1138	0	其他重量訓練器材	520	0
1139	0	檔案夾、文件袋	60	0
1140	0	砂輪機	999	0
1141	0	園藝用品 	15	0
1142	0	零件、配件	2	0
1143	0	電鎚	100	0
1144	0	Cosplay服裝 	649	0
1145	5	學生型內衣	119	0
1146	0	其他居家安全用品	160	0
1147	17	64GB	295	0
1148	0	削鉛筆機	299	0
1149	0	其他	2200	0
1150	0	天線、強波器	1	0
1151	0	其他汽車零件	90	0
1152	0	串珠、中國結用品	22	0
1153	0	遊戲王	30	0
1154	53	遊戲王	70	0
1155	0	戰車、裝甲車改裝套件	760	0
1156	0	戰車、裝甲車改裝套件	810	0
1157	0	精品配件	130	0
1158	3	其他紙牌遊戲	10	0
1159	0	花草茶	600	0
1160	0	濾紙	265	0
1161	0	電源線	10	0
1162	0	14吋	1800	0
1163	0	模型漆、底漆	300	0
1164	0	其他無線電設備	150	0
1165	0	其他電腦周邊設備	1683	0
1166	0	其他零食	135	0
1167	144	後照鏡	120	0
1168	18	14吋	1680	0
1169	1	螺絲批旋具頭	220	0
1170	5	大鎖	115	0
1171	0	保健	250	0
1172	0	座墊、座管	180	0
1173	3	護髮	95	0
1174	0	其他手動工具	1	0
1175	0	汽車臘	800	0
1176	53	精品配件	25	0
1177	0	聖鬥士	4300	0
1178	2	J、P、Q、R系列	230	0
1179	0	演唱會實錄	55	0
1180	4	精品配件	270	0
1181	0	其他事務用品 	20	0
1182	0	零件、配件	3	0
1183	22	引擎、機體零件 	15	0
1184	0	有線光學滑鼠	25	0
1185	0	其他鍋具	100	0
1186	0	PORTER	650	0
1187	1747	其他	350	0
1188	0	文學小說	350	0
1189	0	風扇式	35	0
1190	32	矽導線	4300	0
1191	0	軍帽	99	0
1192	0	修車工具	50	0
1193	26	引擎、機體零件 	30	0
1194	0	遊戲王	49	0
1195	0	其他	139	0
1196	0	保鮮盒、便當盒	19	0
1197	0	法器供品	700	0
1198	0	監控攝影機	187	0
1199	0	BRAUN百靈	120	0
1200	0	引擎、機體零件 	15	0
1201	0	引擎、機體零件 	70	0
1202	5	閃光燈	1600	0
1203	2	其他廠牌	240	0
1204	0	碟煞	500	0
1205	0	其他事務用品 	245	0
1206	0	動作冒險	15	0
1207	1	其他氣動工具	42	0
1208	0	同人誌	45	0
1209	0	長袖	359	0
1210	0	紀念幣	16	0
1211	0	電鑽	483	0
1212	0	淨水器	500	0
1213	0	歐美	190	0
1214	0	圓頭拖鞋	190	0
1215	84	其他電腦周邊設備	2628	0
1216	0	零件、配件	42	0
1217	0	DELL	4	0
1218	0	日本	30	0
1219	0	其他機車零組件	25	0
1220	0	古書善本	150	0
1221	0	其他氣動工具	1680	0
1222	0	釘書機、釘書針	469	0
1223	0	湯鍋	550	0
1224	0	其他	350	0
1225	3	獎章、紀念章	750	0
1226	0	其他	140	0
1227	18	保護貼、按鍵貼	320	0
1228	0	女歌手	223	0
1229	0	電子電工工具	105	0
1230	0	華語	50	0
1231	0	其他五金工具	180	0
1232	0	計算機 	200	0
1233	3	補漆	300	0
1234	28	其他五金工具	65	0
1235	21	IP 分享器、Hub	690	0
1236	0	砂輪機	700	0
1237	53	皮革	350	0
1238	0	其他	80	0
1239	0	其他合法改裝套件	100	0
1240	0	零件、配件	990005	0
1241	1	其他	16	0
1242	1	其他收藏卡	10	0
1243	0	其他居家安全用品	130	0
1244	0	遙控船、艇	230	0
1245	0	其他	165	0
1246	0	其他比例	1200	0
1247	7	其他	30	0
1248	0	玉石翡翠	60	0
1249	0	肉類食品	2600	0
1250	0	美髮器材	10	0
1251	0	其他園藝用具	135	0
1252	0	無線控制	130	0
1253	0	成犬	650	0
1254	0	孔雀魚飼料	1	0
1255	0	電玩遊戲	80	0
1256	3	其他居家安全用品	250	0
1257	0	油品	250	0
1258	1	其他紙牌遊戲	5	0
1259	4	其他燈具	550	0
1260	5	其他五金工具	75	0
1261	0	內置底部式過濾器	350	0
1262	765	手機皮套	590	0
1263	0	碗缽	30	0
1264	1	製圖用品、尺規	50	0
1265	0	貼紙	70	0
1266	0	郵封	40	0
1267	0	其他機車百貨	300	0
1268	0	變速系統零件	228	0
1269	0	印章 	550	0
1270	0	其他	30	0
1271	24	動作冒險	499	0
1272	0	其他	680	0
1273	0	其他電腦周邊設備	399	0
1274	4	燈泡、燈管	287	0
1275	38	其他品牌	25	0
1276	0	餐具組合	680	0
1277	0	遊戲王	35	0
1278	0	其他	139	0
1279	0	其他園藝用具	2600	0
1280	0	遊戲王	5	0
1281	0	零件、配件	6	0
1282	0	其他機車零組件	1600	0
1283	0	其他	1	0
1284	0	其他	50	0
1285	0	其他汽車精品	1000	0
1286	0	古書善本	300	0
1287	0	12000mAh	180	0
1288	0	刺繡、縫紉用品	10	0
1289	0	劇情	580	0
1290	33	Steelseriesvu 西伯利亞	3290	0
1291	0	安全帽	1450	0
1292	0	其他	1	0
1293	0	造景裝飾	30	0
1294	0	保溫壺	460	0
1295	0	其他手工藝材料	100	0
1296	3	附件及改裝品	30	0
1297	0	亞洲奇幻小說	205	0
1298	0	其他合法改裝套件	500	0
1299	2	UV保護鏡	1450	0
1300	7	排檔頭	560	0
1301	151	變形金剛	250	0
1302	0	其他	1	0
1303	248	1G	150	0
1304	16	貼紙 	850	0
1305	0	零件、配件	165	0
1306	0	其他桌球用品	320	0
1307	0	空氣幫浦 	80	0
1308	0	引擎、車組零件	20	0
1309	0	IC	6	0
1310	0	台灣郵票	45	0
1311	0	氣閥、壓力錶、鋼瓶	38	0
1312	7	CANON	898	0
1313	0	其他手工藝材料	75	0
1314	0	其他五金工具	30	0
1315	0	其他用具	100	0
1316	0	校園少女	1120999	0
1317	0	其他機車零組件	30	0
1318	0	迷你扇	150	0
1319	0	其他	60	0
1320	2	有機茶、飲品	1194	0
1321	0	台灣職棒	20	0
1322	0	檯燈	1900	0
1323	4	車身標籤、貼紙	100	0
1324	0	洗碗精	40	0
1325	0	新世紀音樂	98	0
1326	2	SAMSUNG	99	0
1327	0	CANON	3300	0
1328	0	南北貨	380	0
1329	7	燈框	250	0
1330	5	LG	190	0
1331	0	電子電工工具	119	0
1332	0	相本、相簿	45	0
1333	0	角色扮演	199	0
1334	0	電子電工工具	526	0
1335	2	名片夾	240	0
1336	0	長襪	100	0
1337	0	其他紙牌遊戲	20	0
1338	0	其他線材	20	0
1339	0	零件、配件	2	0
1340	0	中醫	130	0
1341	0	Zippo	2000	0
1342	0	其他軍用裝備、配件	5	0
1343	0	套裝	1650	0
1344	0	防寒頭套	320	0
1345	0	桌球拍	1790	0
1346	0	魔法風雲會	10	0
1347	0	古書善本	260	0
1348	0	其他	329	0
1349	0	遊戲王	49	0
1350	0	PHILIPS飛利浦	799	0
1351	753	其他	7	0
1352	0	迷你扇	530	0
1353	2	手冊、型錄	190	0
1354	0	木管樂器	750	0
1355	0	槍袋槍套	1700	0
1356	0	三角褲	80	0
1357	0	木管樂器	400	0
1358	0	染髮	169	0
1359	0	IC	202	0
1360	0	彩繪藝術	14	0
1361	0	遊戲王	720	0
1362	0	二、三件式泳裝	179	0
1363	9	其他	70	0
1364	0	其他手工藝材料	10	0
1365	0	其他廠牌	950	0
1366	0	遊戲王	5	0
1367	0	瓦斯槍	450	0
1368	0	其他	50	0
1369	0	IC	581	0
1370	0	魔法風雲會	5	0
1371	0	魔法風雲會	5	0
1372	0	其他	650	0
1373	35	其他五金工具	150	0
1374	1	開關插座	250	0
1375	0	遊戲王	60	0
1376	0	滑板	750	0
1377	0	營養補充劑	280	0
1378	0	零件、配件	3	0
1379	1	其他機車零組件	30	0
1380	0	IC	299	0
1381	0	日本	30	0
1382	3	真空收納袋	8	0
1383	0	其他品牌	59	0
1384	0	褲子	490	0
1385	0	中筒長筒襪	90	0
1386	0	其他	1300	0
1387	0	遊戲王	69	0
1388	0	煞車線	50	0
1389	0	其它壁紙	40	0
1390	0	各式夾具	150	0
1391	0	鞋架、拖鞋架 	199	0
1392	0	其他	12	0
1393	1	刺繡、縫紉用品	5	0
1394	0	爽身粉	195	0
1395	0	大專、大學用書	80	0
1396	0	其他	60	0
1397	0	收集卡	40	0
1398	0	遊戲王	50	0
1399	0	高中、高職用書	80	0
1400	0	造景裝飾	50	0
1401	0	其他五金工具	220	0
1402	0	中國大陸郵票	45	0
1403	0	其他食品	200	0
1404	0	濾心配件	400	0
1405	0	其他戶外用品	1800	0
1406	0	護目鏡、LCD保護貼	800	0
1407	0	遊戲王	49	0
1408	0	其他照明設備	35	0
1409	0	其他紙牌遊戲	50	0
1410	1	微元件IC	9999965	0
1411	58	其他機車零組件	100	0
1412	0	記憶床墊	3980	0
1413	4	其他零組件	15	0
1414	10	電玩、卡通配樂	720	0
1415	0	遊戲王	5	0
1416	3	其他騎士用品	49	0
1417	121	引擎、機體零件 	16	0
1418	0	遊戲王	30	0
1419	0	合輯或其他	650	0
1420	0	其他漫畫	30	0
1421	2	其他汽車精品	79	0
1422	0	花苗、樹苗	80	0
1423	0	武俠、古裝	599	0
1424	84	其他	20	0
1425	1	香爐、香品	1200	0
1426	47	風扇式	475	0
1427	84	其他電腦周邊設備	407	0
1428	0	diadora	750	0
1429	4	雨刷	350	0
1430	0	後背包	780	0
1431	0	控制器、周邊配備	100	0
1432	0	穿戴系列	65	0
1433	7	DCDC轉換器	74	0
1434	0	其他氣動工具	300	0
1435	0	拼圖	75	0
1436	0	其他	30	0
1437	0	其他	30	0
1438	0	南北貨	150	0
1439	0	其它儀表儀器	3490	0
1440	0	其他手工藝材料	100	0
1441	0	魚缸清潔用具	35	0
1442	0	其他	120	0
1443	0	打孔機 	318	0
1444	3	其他五金工具	50	0
1445	0	車用影音線材	200	0
1446	0	果乾、堅果	105	0
1447	0	焊接	65	0
1448	0	其他	199	0
1449	0	其他機車零組件	100	0
1450	4	把手	740	0
1451	0	收納架	50	0
1452	0	齒輪、鏈條、皮帶	650	0
1453	1	飛機、直升機改裝套件	360	0
1454	0	其他汽車零件	8	0
1455	0	飲料架、置物架	99	0
1456	0	文學小說	350	0
1457	38	PGO比雅久	1100	0
1458	0	台灣	80	0
1459	0	其他戶外用品	25	0
1460	0	純金	275	0
1461	0	把手	180	0
1462	0	其他用品	205	0
1463	0	遊戲王	109	0
1464	0	遊戲王	30	0
1465	0	男歌手	180	0
1466	0	零件	80	0
1467	0	其他	10	0
1468	0	其他	187	0
1469	0	其他軍用裝備、配件	40	0
1470	0	串珠、中國結用品	20	0
1471	0	手電筒照明	120	0
1472	0	兒童餐具	10	0
1473	0	美髮器材	45	0
1474	0	其他散熱裝置	185	0
1475	0	台灣	100	0
1476	0	其他衛浴用品	650	0
1477	1	裝修除味保養	1110	0
1478	0	其他戶外用品	219	0
1479	9	IBMLenovo	20	0
1480	0	IBMLenovo	1	0
1481	2	其他音響設備	30	0
1482	0	遊戲王	3	0
1483	0	遊戲王	199	0
1484	0	排氣管	850	0
1485	0	其他	109	0
1486	0	土壤介質、肥料	250	0
1487	0	活性碳	60	0
1488	0	IBMLenovo	70	0
1489	0	電玩遊戲	60	0
1490	0	遊戲王	90	0
1491	70	其他	110	0
1492	0	模型漆、底漆	180	0
1493	0	遊戲王	79	0
1494	5	國樂器	680	0
1495	0	布料、布飾用品	4	0
1496	19	零件、配件	9	0
1497	36	遊戲王	5	0
1498	0	複方精油	1760	0
1499	0	照片 	100	0
1500	0	Maxell 麥克賽爾	50	0
1501	0	其他	280	0
1502	0	手套、防風眼鏡	59	0
1503	32	其他引擎系統零件	1200	0
1504	0	其他	100	0
1505	0	果乾、堅果	360	0
1506	70	其他引擎系統零件	700	0
1507	0	裝修除味保養	79	0
1508	2	瓦斯槍	2900	0
1509	0	原子筆	26	0
1510	0	其他引擎系統零件	10	0
1511	0	其他紙牌遊戲	350	0
1512	2	嵌入式處理器開發	1280	0
1513	0	煞車皮、來令片	140	0
1514	0	種子、球根	20	0
1515	0	其他清潔用品	65	0
1516	0	遊戲王	3	0
1517	0	藝術史	3500	0
1518	0	雨刷	330	0
1519	10	內接式CDROM燒錄機	399	0
1520	0	刺繡、縫紉用品	111	0
1521	0	電影原著	299	0
1522	0	親情、友情	35	0
1523	0	LEGO人偶	19	0
1524	0	歐美影集	275	0
1525	0	燃料用品	30	0
1526	0	歐美推理小說	30	0
1527	0	套裝模型	190	0
1528	0	平口褲	38	0
1529	0	畫冊	580	0
1530	0	1 144	300	0
1531	0	遊戲王	50	0
1532	1	輪胎、鋁圈	20	0
1533	0	毛巾、浴巾	70	0
1534	0	扳手	100	0
1535	0	螢幕保護貼	115	0
1536	0	日本	350	0
1537	0	日本	500	0
1538	0	日本	400	0
1539	0	其他登山露營裝備	32	0
1540	0	舒適鞋墊	50	0
1541	5	尾燈	199	0
1542	0	種子、球根	12	0
1543	0	種子、球根	12	0
1544	0	法器供品	788	0
1545	0	電容器	2	0
1546	0	檔案夾、文件袋	19	0
1547	0	砂輪機	2999	0
1548	3	布料、布飾用品	100	0
1549	0	奶泡器	1550	0
1550	9	接地插座	250	0
1551	4	花鼓	7000	0
1552	0	裝飾擺設	42	0
1553	0	遊戲王	59111	0
1554	0	園藝用品 	25	0
1555	0	土壤介質、肥料	470	0
1556	0	其他園藝用具	350	0
1557	0	其他園藝用具	200	0
1558	0	其他	70	0
1559	4	布料、布飾用品	90	0
1560	0	Harley哈雷	480	0
1561	3	日本	540	0
1562	0	點火系統	4300	0
1563	0	其他汽車百貨	20	0
1564	37	電子電工工具	3	0
1565	0	上部式過濾器	4	0
1566	0	其他	30	0
1567	3	其他	220	0
1568	1	收納盒	25	0
1569	0	昆蟲用品	100	0
1570	53	牙膏、牙粉	320	0
1571	0	其他五金工具	130	0
1572	0	其他油品及添加劑	199	0
1573	0	空氣循環扇	390	0
1574	0	其他漫畫	40	0
1575	0	其他播放機	1298	0
1576	0	吉他配件	680	0
1577	6	其他	40	0
1578	0	遊戲王	200	0
1579	0	道具、飾品配件	290	0
1580	0	空氣循環扇	120	0
1581	0	領夾、袖扣	120	0
1582	0	車用影音線材	788	0
1583	0	其他	100	0
1584	0	紙牌	120	0
1585	0	磁鐵	60	0
1586	1	遊戲王	15	0
1587	0	模型漆、底漆	160	0
1588	0	遊戲王	49	0
1589	0	VESPA偉士牌	20	0
1590	22	Canon	280	0
1591	1	演唱會實錄	70	0
1592	0	眼霜	680	0
1593	0	辣椒醬、辛辣調味料	65	0
1594	0	電玩遊戲	60	0
1595	0	USB線	28	0
1596	0	遊戲王	5	0
1597	24	其他線材	4970	0
1598	0	來令片	550	0
1599	0	其他傳動系統零件	580	0
1600	0	法器供品	1500000	0
1601	84	其他汽車精品	800	0
1602	0	其他車燈	12	0
1603	0	其他緊固件	500	0
1604	0	貓罐頭	60	0
1605	0	台灣職棒	10	0
1606	3	轉接環	40	0
1607	9	亞洲其他國家	13	0
1608	0	零件、配件	20	0
1609	0	其他	60	0
1610	3	海報、劇照	450	0
1611	0	貓罐頭	25	0
1612	84	其他五金工具	135	0
1613	0	其他	54988	0
1614	0	硝化菌	28	0
1615	1	其他五金工具	6	0
1616	0	其他廚房小家電	21000	0
1617	0	米、麵、穀物	115	0
1618	14	控制器、周邊配備	25	0
1619	0	護膝	200	0
1620	0	動作冒險	50	0
1621	0	其他家電	680	0
1622	10	電子電工工具	350	0
1623	0	踏墊	399	0
1624	0	握把、龍頭	572	0
1625	12	其他類型	1200	0
1626	0	持久力強化	105	0
1627	0	吊飾	20	0
1628	0	其他引擎系統零件	20	0
1629	0	其他	400	0
1630	5	其他機車百貨	160	0
1631	0	台灣職棒	10	0
1632	0	變形金剛	990	0
1633	1	零件、配件	70	0
1634	4	燈罩、燈泡	280	0
1635	0	調味罐	50	0
1636	0	引擎、機體零件 	30	0
1637	0	壁燈	15	0
1638	0	其他軍用裝備、配件	640	0
1639	0	沙發床	2380	0
1640	0	奇幻冒險	299	0
1641	0	星座	120	0
1642	0	其他	60	0
1643	0	G點專屬	270	0
1644	0	其他	58	0
1645	0	其他	1900	0
1646	16	機體	235	0
1647	4	扳手	1430	0
1648	0	遊戲王	10	0
1649	1	貓砂	550	0
1650	0	蠟筆	42	0
1651	0	車身標誌、貼紙	350	0
1652	0	成套內衣褲	210	0
1653	0	其他	500	0
1654	1	盤碟	29	0
1655	0	清潔用品	2930	0
1656	0	其他用品	53	0
1657	0	白板、黑板 	140	0
1658	0	飼料、零食	159	0
1659	0	遊戲王	5	0
1660	0	人物	1650	0
1661	0	其他傳動系統零件	380	0
1662	0	園藝用品 	15	0
1663	0	輪胎、鋁圈	850	0
1664	0	電容器	50	0
1665	0	吉他配件	160	0
1666	0	日本職棒	30	0
1667	84	附件及改裝品	30	0
1668	0	其他	50	0
1669	0	其他	1250	0
1670	0		225	0
1671	0		65	0
1672	18		112	0
1673	0		138	0
1674	0	其他家庭雜貨 	25	0
1675	0	園藝用品 	300	0
1676	33	其他五金工具	3000	0
1677	0	電玩遊戲	60	0
1678	53	指甲修護、用具	29	0
1679	0	裝修除味保養	42	0
1680	4	燈泡	2000	0
1681	0	雞血石	25	0
1682	0	溫度設備	560	0
1683	0	其他汽車百貨	300	0
1684	0	濾網、濾芯、耗材	420	0
1685	0	聖鬥士	599	0
1686	0	布料、布飾用品	2	0
1687	0	套筒及配件	20	0
1688	1	切割機	20	0
1689	53	N比例	300	0
1690	0	閃光燈	350	0
1691	0	其他汽車百貨	3349	0
1692	0	海報、劇照	80	0
1693	0	日本	30	0
1694	0	耳罩式耳機	4690	0
1695	41	煞車皮	480	0
1696	55	電子秤	3100	0
1697	0	轉接線、轉接頭	50	0
1698	0	舞台燈	550	0
1699	8	監控攝影機	3000	0
1700	0	其他	600	0
1701	0	其他茶几	2699	0
1702	0	其他機車零組件	150	0
1703	0	晶工	230	0
1704	0	台灣郵票	110	0
1705	1	其他戶外用品	17	0
1706	1	指甲修護、用具	270	0
1707	0	遮光罩	45	0
1708	0	整流罩、車殼	480	0
1709	1	其他	120	0
1710	0	其他	25	0
1711	15	桌球膠皮	669	0
1712	0	腰包臀包	290	0
1713	36	零件、配件	4	0
1714	84	其他手工藝材料	389	0
1715	0	美國職棒	10	0
1716	0	其他黏貼用品	129	0
1717	0	美國職棒	15	0
1718	0	電晶體	26	0
1719	0	香爐、香品	299	0
1720	2	汽車	120	0
1721	0	延長線	230	0
1722	0	木管樂器	320	0
1723	0	室內外踏墊	145	0
1724	0	手機皮套	720	0
1725	3	其他	220	0
1726	0	兩性關係	39	0
1727	0	螺絲批旋具頭	2850	0
1728	22	無線 Router	799	0
1729	1	淋浴用龍頭	950	0
1730	41	轉接線、轉接頭	55	0
1731	2	電子電工工具	80	0
1732	0	魚線	170	0
1733	0	其他五金工具	250	0
1734	0	燙髮	80	0
1735	11	其他	290	0
1736	0	其他	140	0
1737	0	引擎本體及內部零件	3700	0
1738	0	組裝、修補工具	100	0
1739	0	引擎、機體零件 	20	0
1740	0	其他雜誌	860	0
1741	20	其他	65	0
1742	20	其他合法改裝套件	199	0
1743	0	其他機車零組件	99	0
1744	0	卡漫動畫	450	0
1745	14	引擎、機體零件 	200	0
1746	5	轉接環	640	0
1747	0	遊戲王	20	0
1748	0	整流罩、車殼	20	0
1749	5	單人床單	890	0
1750	0	魚	699	0
1751	0	其他園藝用具	230	0
1752	0	GALAXY Note系列	80	0
1753	0	Router、Switch	75	0
1754	0	其他	168	0
1755	0	台灣郵票	37	0
1756	0	其他紙牌遊戲	20	0
1757	0	Maxtor	120	0
1758	0	圖案針織衫	200	0
1759	1	畫冊	1020	0
1760	839	DDR5	3690	0
1761	0	魚鉤、魚網、架竿器	24	0
1762	0	髮圈、髮箍	49	0
1763	1	任天堂系列	1040	0
1764	1	工藝品吊飾	80	0
1765	4	其他引擎系統零件	3900	0
1766	8	其他	9990	0
1767	0	台灣郵票	25	0
1768	1	軍武、模型	49	0
1769	0	歐美	30	0
1770	0	遊戲王	5	0
1771	1	硬殼包、周邊配備	1050	0
1772	0	電腦桌	699	0
1773	0	功夫武俠	1200	0
1774	0	魚鉤、魚網、架竿器	400	0
1775	0	其他五金工具	890	0
1776	1	海綿、布、清潔刷	200	0
1777	0	潤滑液	340	0
1778	22	HTC	59	0
1779	0	保健	60	0
1780	0	引擎、機體零件 	25	0
1781	0	其他傳動系統零件	1000	0
1782	0	造景裝飾	120	0
1783	0	其他緊固件	40	0
1784	16	轉接線、轉接頭	25	0
1785	1	指甲修護、用具	64	0
1786	0	其他廚房用品	20	0
1787	0	動作	500	0
1788	2	雨刷	80	0
1789	0	其他	50	0
1790	1	遊戲王	20	0
1791	0	引擎、機體零件 	120	0
1792	0	皮革清潔	750	0
1793	0	後視鏡	180	0
1794	0	科幻	360	0
1795	0	燈泡、燈管	30	0
1796	0	綠茶	155	0
1797	2	提琴	1140	0
1798	0	LED燈泡和模組	3	0
1799	4	HP	320	0
1800	0	零組件	120	0
1801	0	其他零組件	260	0
1802	3	其他品牌	150	0
1803	4	閃光燈	400	0
1804	0	中性	69	0
1805	3	雨刷	335	0
1806	0	其它	14	0
1807	1	其他緊固件	12	0
1808	217	USB線	130	0
1809	0	其他油品及添加劑	220	0
1810	1	遊戲王	199	0
1811	4	其他合法改裝套件	1350	0
1812	0	其他	10	0
1813	0	遊戲王	5	0
1814	4	充電器	199	0
1815	0	遊戲王	5	0
1816	0	遊戲王	5	0
1817	0	內置底部式過濾器	200	0
1818	0	飼料、零食	545	0
1819	1	其他五金工具	2020	0
1820	0	校園少女	49	0
1821	0	其他手工藝材料	10	0
1822	0	團體	250	0
1823	0	其他五金工具	90	0
1824	0	素食	60	0
1825	28	收納罐、盒	50	0
1826	0	周邊紀念品	150	0
1827	4	錶帶	350	0
1828	1	其他	50	0
1829	0	其他瞄準器具	280	0
1830	0	遊戲王	20	0
1831	0	其他	54	0
1832	3	螢幕保護貼	99	0
1833	0	其他	520	0
1834	0	1 64	199	0
1835	0	其他	280	0
1836	0	其他	12	0
1837	14	硬殼包、周邊配備	79	0
1838	0	其他戶外用品	260	0
1839	0	小物整理箱盒	60	0
1840	5	5000mAh	720	0
1841	0	園藝用品 	700	0
1842	0	其他	10	0
1843	18	1 64	480	0
1844	0	其他清潔用品	250	0
1845	0	夢幻奇幻	400	0
1846	0	其他手動工具	65	0
1847	0	繼電器	255	0
1848	0	鋼	590	0
1849	5	燈泡	80	0
1850	0	遊戲王	5	0
1851	17	轉接線、轉接頭	10	0
1852	0	其他	250	0
