	names	category_names	prices	notCorrect
1321	滿199免運LM1875功放板散熱片發黑高效全鋁散熱片142-00100	其他	155	0
1322	開鑫工具牧田MakitaDPJ18018V充電式木工開榫機單主機開榫機原廠保固DPJ180Z	其他電動工具	7700	0
1323	HKH40R1353全新原裝電磁爐功率管質量保證	其他	284	0
1324	LED方向燈快閃專用電阻器	其他汽車百貨	50	0
1325	漾屏屋14吋Lenovo聯想T14Gen2i5-1135G724G512GSSD獨顯商務娛樂筆電	14吋	35000	0
1326	TAMIYA田宮x-25油性亮光透明綠ClearGreen	模型漆、底漆	45	0
1327	陽光桌遊免運戰鎚冥土世界第五季幽苦深海UnderworldHarrowdeep簡中版正版桌遊	桌遊系類	3120	0
1328	高級中學化學自然科組上下冊2本159元車乘會等編東華書局	化學	159	0
1329	AP5S775主機板-華碩P5GD1-VMDDR400雙通道915GALC861直購價400	Core2 Duo	400	0
1330	鋼彈小舖聖衣神話聖鬥士場景碎石地板聖衣大系聖衣神話紫龍星矢	其他	860	0
1331	2009年英屬Guernsey福爾摩斯首日封	歐洲郵票	300	0
1332	萬吉號Revell17203195SdKfz714管防空裝甲車	軍事車輛	349	0
1333	逢甲爆米花預購12月免訂代理ROBOT魂EVA新世紀福音戰士第13號機EVANGELION13	日本景品	9991980	0
1334	售價300元含運費，Amiibo壞利歐x030ef;x030ea;x030aa;Wario，大亂鬥大x04e71;x095d8;SuperSmashBros	周邊配備	300	0
1335	健身房玻璃隔斷門貼紙健身系列免膠磨砂防透貼膜防窺推拉門	壁貼	2150	0
1336	煮飯盒304不鏽鋼竹木蓋板煮飯盒便當盒烹飪鍋野營野餐	不銹鋼炊鍋具	310	0
1337	度度鳥卡若琳的立體紙機關—提著手作旅行箱出國去│橙實文化│卡若琳│全新│定價：480元	禮品包裝、紙藝	379	0
1338	＊小媽咪愛串珠＊DIY材料AB781古青色鈴鐺吊飾4個20元	串珠、中國結用品	20	0
1339	櫻花楓雪現貨同人誌畫集Pekorism憂x059eb;x0306f;x03050;x0308c;x0514e;田x0307a;x03053;x03089;兔田佩克拉hololive	卡漫收藏	380	0
1340	升級再進化FOR三星UA32J4100AWDepateyes抗藍光護目鏡32吋液晶電視護目鏡鏡面合身款	護目鏡、LCD保護貼	960	0
1341	貳號本舖CandyPouch一口吃貓點心3種包裝3克包33包袋	零食	185	0
1342	戰棋俱樂部FamousDivisions:GrossDeutschlandPanzer大德意志裝甲師絕版、封口袋裝桌遊桌上遊戲	其他益智遊戲、玩具	1850	0
1343	手錶盒木質制玻璃天窗手錶盒手串x0932c;首飾品手錶收納盒子展示盒箱子琴家灣	其他	656	0
1344	久淘小舖BODE-JP029擬態食人蟲普卡	遊戲王	3	0
1345				0
1346	ALG卡牌專門ELD艾卓王權CastleArdenvale雅登瓦堡英中文	魔法風雲會	70	0
1347	出清卡鋪BACH-JP062新世壞銀字	遊戲王	30	0
1348	太陽能電風扇防曬安全帽工地遮陽建筑工程神器夏季頭盔透氣夏涼帽	其他居家安全用品	726	0
1349	生肖星象命運蘇珊妮懷特開源出版F5	其他	10	0
1350	天16天山八號休閒快速爐可用袋子拉鍊壞了	其他家庭雜貨 	150	0
1351	BMW寶馬汽車安全帶護肩1系3系5系7系X1X3X5X6碳纖紋安全帶護肩保護套	其他汽車百貨	180	0
1352	管子水管配件下水管防臭密封圈廚房洗衣機排水管接頭下水道管道地漏硅膠水管塞	其他	19	0
1353	紅外線體溫槍專用家用電子高精度精準人體測溫度計耳溫槍	其他	361	0
1354	FC日版GAME盒裝頭腦戰艦外盒有破損41641903		230	0
1355	電池便利店C30煙斗型PVC絕緣保護套電池頭絕緣電力接點絕緣端子頭絕緣	電池	50	0
1356	啟思寓言童話選集=裸片=12CD=有刮痕=雙語	語言學習	200	0
1357	x030a8;x030ec;x030af;x030c8;x030ea;x030c3;x030d7;爆乳催眠x030ca;x030fc;x030b9;∼夜姦x030b7;x030d5;x030c8;孕x0307e;x0305b;調教∼ADV	電玩遊戲	60	0
1358	車之居工坊20齒中軸套筒自行車腳踏車單車工具退拆大盤曲柄拆裝飛輪工具	修車工具	110	0
1359	可自取ESCAPETRIBUTE04年-後廂頂桿後蓋頂桿後蓋撐桿後撐桿後頂桿氣壓桿玻璃	其他汽車零件	400	0
1360	五角夢想現貨供應中日版金證海賊王FiguartsZERO劇場版ZAIN艾茵	Figuarts ZERO	990	0
1361	阿哲RC工坊TOOLKITRCM6150W12A1-6S中文迷你充電器黑色	引擎、車組零件	850	0
1362	大掌櫃筆電散熱器筆電散熱座USB筆電風扇筆記本散熱器156寸游戲本電腦支架底座降溫風扇蘋果聯想華碩靜音露天	電腦散熱器	475	0
1363	HP200GBSAS741138-B21SSD2512G765289-001	其他廠牌	2800	0
1364	夏慕尼餐卷一組30張	餐飲折扣券、禮券	30000	0
1365	新世界DT09-JP035寶石騎士藍水晶亮面碎鑽97-99分	遊戲王	15	0
1366	DjiTello迷你空拍機	空拍、航拍器	1500	0
1367	限時下殺※古典舞旗袍舞蹈服練功服上衣飄逸演出服女藝考中國舞紗衣古風成人	裙子	741	0
1368	啟元唱片蕭煌奇HUANGCHI第四號作品閩南語創作專輯真情歌SINCERITYLOVEMUSIC	男歌手	199	0
1369	涔峰ＣＦ電鍍TOYOTASIENTA鍍鉻門碗外門碗電鍍外門碗防刮碗公防指甲痕	其他汽車精品	600	0
1370	日立HITACHI日本原裝進口BB燈管27W井字型田字型另詢日立BB並排燈管一字型	其他	127	0
1371	蝴蝶花園-黃金色曼陀羅每盆120元暫時缺貨	其他	120	0
1372	24H出貨手機散熱器手機散熱器降溫退熱神器塑膠冷卻風扇貼蘋果安卓通用手機吃雞神器	其他	299	0
1373	9992皇宮電器10047SANYO三洋SK-08A8公升電烤箱	Panasonic國際	990	0
1374	NaturalFarm自然牧場單支耐咬系列-牛腱棒L低溫慢烘狗零食＊WANG＊	其他 	110	0
1375	TAMIYA87033田宮模型遮蓋膠帶6MM補充包	模型漆、底漆	37	0
1376	QZee美國Zeedog緩沖減震狗牽引繩護手狗鏈中大型犬金毛柯基德牧	中型犬用	1720	0
1377	現貨冰雪奇緣安全無毒兒童化妝盒花兒朵朵兒童彩妝	其他	1549	0
1378	小米20000mAh行動電源3雙向快充版大容量快速充電小米原廠正品隨身充電器現貨	24000mAh以上	899	0
1379	免運可開發票FOGY1974sMcQueen經典復古機車哈雷摩托防風護目鏡怡心居	其他家庭雜貨 	1789	0
1380	PoE符合IEEE8023bt標準隔離型PoE模塊PD受電模塊12V5A60W	光學探測器和傳感器	950	0
1381	送鞋套__東伸DongShen專利型斜開式雨衣	雨衣	500	0
1382	※客製化歡迎訂做※壓克力展示架ㄇ字型液晶螢幕架主機架鍵盤架LCD螢幕架筆電架擺飾架擺台掀蓋盒梯型架	其他	200	0
1383	帝益汽材HINO大將LFSLFRLSH2135噸19942003年電動窗開關左邊另有賣外水切	其他電機系統零件	1000	0
1384	2020新款仿木紋小方框老花眼鏡智能漸進多焦點老花鏡遠近兩用眼鏡	中性	308	0
1385	Suncar上車釣魚鞋雨鞋型磯釘鞋台灣製T02底防滑鞋釘	其他騎士用品	750	0
1386	大棉被收納搬家袋S040防潮打幫整理帶棉被衣物整理袋大容量易收納整齊棉被收納袋搬家袋棉被收納袋整理袋	被類整理箱	31	0
1387	續勝雙頭食用色素筆藍色使用在糖霜翻糖蛋糕裝飾色膏RainbowDust餅乾蛋白粉顏色筆RD珠光粉12色食用色素	其他	120	0
1388	早期陶瓷插頭插座	其他古早收藏	100	0
1389	DIADORA男款運動休閒夾腳拖鞋-黑7280-藍7286	夾腳拖鞋	325	0
1390	x03016;現貨x03017;手機支架平板支架懶人支架手機平板支架神器桌面折疊便攜升降直播架懶人追劇看電視萬能支架	其他	299	0
1391	愛惠普EVERPURE規格通用濾蓋5UPP濾心2支食品級安全可靠	濾心/配件	760	0
1392	nevaJeep牧馬人引擎蓋搭扣07-16款汽車引擎蓋插銷鎖插銷扣配件鎖保護	其他汽車百貨	378	0
1393	現貨原裝TCLL55P2-UD55A660U邏輯板ST5461D07-8-C-1	高壓板	480	0
1394	現貨三國殺一將成名2017武將擴充包桌游卡牌原創之魂正版新版	紙牌週邊	225	0
1395	夏季黑色保安褲子男特種兵軍褲作訓褲耐磨多袋戰術褲作戰褲工作服FX5055達摩運	其他	780	0
1396	滿300發貨電摩托電動車尾箱架后底板固定座小龜王后備箱底座壓條螺絲配件露天拍賣	其他機車零組件	120	0
1397	Mike99GOPROSJ4000小蟻底座卡座貼片貼式黏貼式黏膠雙面膠3M背膠運動攝影機DV	其他	10	0
1398	男女手機掛繩掛脖短帶手腕創意個性手機鏈掛件吊飾手機殼可愛防丟腕掛繩手機吊繩手機繩手腕繩相機繩手機掛繩防掉繩	其他	99	0
1399	大容量可摺疊儲水袋10L	其他	75	0
1400	炎之木WSFatestaynightHeaven’sFeelFSS77-078RR天之衣伊利雅	其他紙牌遊戲	180	0
1401	好喝	其他	50	0
1402	日本京都椿堂香膏練x0308a;香水固體迷你隨身便攜兔子金木犀櫻花薔薇	其他	480	0
1403	全新LEGO樂高黑色薄板附齒49668Plate1x1ToothHorizontal4273590	零件、配件	2	0
1404	╯ΘΘ愛魔改？╰？═？╯116海賊王惡魔女帝蛇姬漢庫克GK手辦完成品肌色版	完成品	3100	0
1405	20197月TomytecLV-N185bNissanBluebirdSSS-R日本拉力賽冠軍日版現貨	1:64	850	0
1406	豆漿妹妹三采植物肉百搭料理：跟上新飲食風潮，野菜鹿鹿的50道輕鬆煮純植食譜！	素食	319	0
1407	日本SUNTORY育苗塊播種、扦插、宅耕機，純天然原料，環保！	花架、花盆	10	0
1408	遠端定位4GGPSTK905全程軌跡記錄APP追蹤汽車機車防盜定位器強磁吸附即時追蹤追蹤器	其他	2199	0
1409	140紀9853年第十屆軍人節紀念郵票無膠發行原票上品2全	台灣郵票	120	0
1410	Asaku卡片本舖寶可夢PTCG中文版As5b211熔接工SR全圖	神奇寶貝	9999	0
1411	挂x09970;美國bunniesbythebay小羊公仔毛絨玩具玩偶抖音同款小坐羊綿羊	其他家庭雜貨 	73	0
1412	懷舊書坊>絕版書柏楊回憶錄平裝遠流出版	文學	150	0
1413	法國人促銷組合雅漾舒護活泉水300ml、理膚寶水溫泉舒緩噴液300ml混搭組合	保濕噴霧	684	0
1414	YLCD003金屬TURBO金屬渦輪渦輪車貼汽車貼紙防水貼紙個性貼紙車隊貼紙社團貼紙造型貼紙	車身標誌、貼紙	58	0
1415	69折掏寶思考中藥：按木、火、土、金、水五行演義20ISBN:9863774456│楓書坊文化出版社│唐略│全新		311	0
1416	心安齋二手書蔣介石日記揭秘下冊│張秀章│團結出版社│七成新K3	歷史、政治名人傳記	125	0
1417	SH10125ZH15PH20XH254mm電子線連接線端子線2P3P4P5P6P7	其他線材	399	0
1418	Q子16歲、大雪咒術迴戰	同人誌	193	0
1419	國產矽膠管矽橡膠軟管矽膠水管耐高溫3456810121619mm耐高溫耐酸堿抗老化	其他	85	0
1420	露天書寶二手書T1少年童書_I9E雨傘_太田大八繪	其他	129	0
1421	防水錶鍊華為GT手錶雅致表帶GT2e榮耀magic2蝴蝶扣GT2pro運動男女22mm20mm通用樹脂錶帶	錶帶	366	0
1422	JC書局翰林高中109上學期無敵自修國文5	高中、高職用書	272	0
1423	日韓生活館蝴蝶花朵水鑽耳環韓風美女單邊耳夾無耳洞夾式耳環優雅氣質女閃鑽耳飾韓國流行飾品日韓潮貨長款耳骨夾U夾	其他金屬	10	0
1424	宅欽遊戲王301-033	遊戲王	20	0
1425	TY一番賞Re:從零開始的異世界生活A賞拉姆13胸像日版代理版全新未拆封	其他	2900	0
1426	可刷卡分期輕量款高扭力80nm日本ASAHISS2150充電起子機震動電鑽21V三星鋰電20AH2	其他五金工具	3300	0
1427	x1f497;甜x0306e;小屋x1f497;素色／素面絲質款內褲尺寸：MSWEAR思薇爾品牌	三角褲	80	0
1428	小社員遊戲王卡套第二層聖女阿不思卡套	遊戲王	200	0
1429	VAG小賴汽車Luxgen納智捷U5U6TurboU7SUV後雨刷330mm全新	其他汽車精品	200	0
1430	快力文多功能加厚可伸縮皮紋素描紙裝畫筒畫桶紙筒海報收納筒美術專用收藏書畫筒圖紙筒畫捲筒學生大號可加長	其他事務用品 	235	0
1431	"大享漫畫科普冷知識王:世界其實很有事,生活才會那麼有意思	9789865025922碁峰ACV041300	350"	其他	260	0
1432	現貨大長鼻7段變頻內外齊震矽膠震動環持久鎖精環男性屌環羊眼圈電動鎖精環金手指情趣用品環充電跳蛋持久套環	穿戴系列	510	0
1433	露天書寶二手書T8短篇_A1B旅行與讀書_詹宏志	散文與短篇	199	0
1434	304-043絕對魔法禁止區域普卡台南巧巧屋普三	遊戲王	10	0
1435	CABODE-JP058飄風候鳥與謎之地圖銀字	遊戲王	5	0
1436	享大心家電生活館華冠CT-808石英管400800W手提式電暖器台灣製造特價＄４５９	其它	99999	0
1437	牌塔WSBanGDreamBDWE32-09SSR閃卡奧澤美x054b2;樂團夢紙牌收藏卡卡片	其他紙牌遊戲	50	0
1438	台中積木老頑童玩具屋欣宏1062袋裝積木人偶復仇者聯盟禿鷲X0231	LEGO人偶	45	0
1439	ACG天地COSPLAYAV片一般畫質電腦用DL1492-1SexFriend41	日本	80	0
1440	宗教_禪學這樣才好說襌ISBN:9572235427│松崗文魁│九成新	其他	125	0
1441	MagSafe無線充電支架磁吸充電車載車大角度調整適用iPhone全系機型225W超級快充背夾行動電源	5000mAh	610	0
1442	wakenS622精梳棉萊卡超厚毛巾底透氣短筒運動襪6雙組3倍毛巾吸汗襪氣墊襪子台灣製威肯棉襪	短襪	528	0
1443	姵蒂屋出清！木製迷你小繞珠串珠繞珠積木玩具兒童早教益智玩具	嬰幼童玩具	50	0
1444	美背內衣女學生韓版無鋼圈性感吊帶抹胸四季可穿文胸背心女露天拍賣露天拍賣	其他	71	0
1445	滿千免運神盾GeekvapeAegisBoostPodMod矽膠保護套	貿易製造	70	0
1446	二輪極速CO2打氣接頭專用延長管95CM台灣製造一支只要30元	其他機車百貨	30	0
1447	24H出貨雷鋒帽騎車防寒帽子雷鋒帽男士冬天保暖帽子男加絨加厚騎車防風護耳帽防寒東北冷帽冬	其他	190	0
1448	TAKOM116德國x1f1e9;x1f1ea;陸軍WIESELMK20裝甲車	戰車、裝甲車	1200	0
1449	KS齒輪箱通氣管呼吸管齒輪箱廢油管內徑8mm長度28cm多車通用勁戰GTRCUXIBWSR	其他機車零組件	110	0
1450	喜悅小舖美科SONYA6500垂直手把遙控電池手把MK-A6500Pro	電池手把	1900	0
1451	含運現貨模心MG1:100飛翼零式魔改FIX樣式天使鋼彈掉毛初回贈特典羽毛	1:100	1800	0
1452	花紋止滑Φ35mm長100cm花紋耐磨防滑熱收縮套管防電套熱縮套管熱縮膜熱縮套防滑套	其他五金工具	220	0
1453	汽材補給站BENZW202W203W140W210W211W2207226變速箱濾網MANN	其他汽車零件	600	0
1454	皮舖子壓克力圓角尺曲線尺131347打版測量輔助板	皮雕材料	80	0
1455	樂遊wowINOV-JP038凶餓毒融合龍凸版浮雕	遊戲王	250	0
1456	殺肉GSC黏土人不起眼女主角培育法加藤惠和服Ver頭髮前後髮好微笑拆售	GSC黏土人	1	0
1457	洪爺？銀鹽專賣CARLZEISSZF21002大光圈微距原生NIKONAI-S接環	定焦望遠鏡頭	19900	0
1458	25mm轉44mm耳機插平衡轉接鍍金平衡插頭	其他音響設備	199	0
1459	小七新品瘋狂侏羅紀恐龍霸王龍充氣服配件吹風機有刷USB鼓風機	Cosplay服裝 	190	0
1460	≡鋼彈王≡殺肉HG00鋼彈0040加拉索Garazzo	其他比例	100	0
1461	HTCONEM8故障機零件機錦0104	One M8	230	0
1462	義大利DELONGHI迪朗奇多功能磨豆機KG40零件	磨豆機	50	0
1463	雅舍二手書店靈性煉金術激勵人心的約書亞靈訊｜潘蜜拉克里柏著｜方智出版	天主教、基督教	150	0
1464	數位達人日本MarumiDHGND6477mm多層鍍膜減光鏡薄框減3格另有ND8REALPRO	減光鏡	1850	0
1465	預購CityhouseJTLEGENDiPhone13ProMax超軍規防摔殼Qcam系列軍規防摔殼	手機保護殼	680	0
1466	HLFA-PLSKeyenceKV-NC32TKV-NC4AD類比模組KV-NC16ET輸出模組特價	其他機電五金	4000	0
1467	露天書寶二手書T9心靈成長_FT6GetLucky助你好運_劉軒	勵志文學	49	0
1468	現貨日本景品迪士尼奇奇蒂蒂松鼠兄弟植絨Qposket手辦	其他	2500	0
1469	露營塑膠帳篷勾1個	營帳配件	5	0
1470	斗六小學館預購超商取付免訂金GSCQ版黏土娃服裝套組吊帶裙	GSC黏土人	729	0
1471	磐石HFCVSR11VSR10空氣零阻力重管版黑色手拉狙擊槍-HFCHA236B	瓦斯槍	3500	0
1472	Yong85早期卡西歐CASIODI-700CC-120U兩台一拍名片型電子辭典鬧鐘未測試	其他品牌	200	0
1473	新自強先導者VanguardVG卡套:V-BT06001幽幻的擊退者莫德雷德Vol406現貨	其他紙牌遊戲	290	0
1474	PB代購7月萬代MGXM-X3CrossboneGundamX3骷髏鋼彈X3骨十字海盜鋼彈	1:100	1400	0
1475	軍事連線雜誌27期	其他	120	0
1476	特價LP黑膠唱片33轉限量版三國之見龍卸甲電影原聲帶	其他	2112	0
1477	快速發貨防滑批頭電動風批咀電動螺絲刀頭強磁批頭防滑十字批頭擰螺絲強磁	其他五金工具	100	0
1478	萊盛小拳王預購2112再版晨星SDRX-78-2元祖鋼彈初代鋼彈帶骨架x05185;構媲美RG	其他比例	750	0
1479	NECH-JP026隱機殼殺手銀字日紙	遊戲王	8	0
1480	SH全友二手書店八里店j財經行銷理財聖經無劃記│商周出版│黃培源│00	其他	80	0
1481	realmeC213D浮雕彩繪手機殼保護殼保護套防摔殼A04F2	realme	88	0
1482	滿300發貨翻頁筆ppt翻頁筆Q208語音數碼款遙控筆電子教鞭多媒體翻頁電子白板筆	其他	969	0
1483	↖↘BEASTVAPE↖↘現貨正品YachtVapeEclipseRTA日蝕	其他	380	0
1484	才嘉科技長度1米φ40=40mm熱縮套管熱縮管絕緣套管熱收縮熱收縮管附發票	其他	10	0
1485	接觸未來茱蒂佛斯特馬修麥康納DVD	其他	580	0
1486	我愛杰丹田警星MARUIM1911MEUHICAPA不銹鋼三叉簧片生存遊戲M1911-17	其他軍用裝備、配件	105	0
1487	小惠三星A91手機殼SamsungA31A41閃粉手腕帶保護套GALAXY蓋樂世A51A71全包邊奢華軟殼	GALAXY Note系列	257	0
1488	Taiwan,台灣硬幣,伍圓,40枚一組1無紙夾	台灣錢幣	250	0
1489	現貨MEGIR三眼精品錶4220多功能夜光防刮三眼真皮錶帶石英錶防水男錶手錶SB004220	其他品牌	1380	0
1490	史派克工廠售完代理再版ROBOT魂RX-78GP02A鋼彈試作2號機	ROBOT魂	1550999	0
1491	安安淨爽型成人紙尿褲M15片一箱6包免運費可搭配包大人來復易安親添寧替換式紙尿片看護墊使用	安安/安親全商品	1600	0
1492	東京熱全台最大正版店中文字幕QD-239野x03005;原x0306a;x0305a;x0306a;◆x0307e;x03060;x0307e;x03060;x030b3;x030c9;x030e2;x03060;x0306d;x03063;x03066;言x0308f;x0308c;x0308b;x03051;x03069;、制服x0306e;中x0306e;x030ab;x030e9;x030c0;x0306f;早	日本	60	0
1493	CATEYE貓眼VELO85CC-VL810CC-VL510碼表配件2032電池電子	其他	220	0
1494	香蕉頭-測試棒90度3尺	電錶	40	0
1495	藍光碟梅爾吉勃遜-勇士們WeWereSoldiers含中文字幕	戰爭	599	0
1496	胖虎館現貨代理版海外限定景品七龍珠WCFCHARACTERS歷史接力人物集P2六款一套有附背板	七龍珠系列	780	0
1497	台灣現貨249特賣六角柄轉換電鑽手緊式三夾頭1513mm＃38-20UNF手電鑽鋰電電鑽	其他五金工具	249	0
1498	快速出貨Logitech羅技C310HD網路攝影機官方旗艦店	其他	1039	0
1499	逛逛賣場寶可夢PTCG中文版25週年25th方塊閃S8aF015028科斯莫姆	神奇寶貝	49	0
1500	磚樂LEGO樂高348876199330Tile2x3白色平滑板印刷忍者	零件、配件	30	0
1501	專屬賣場，請勿下標精靈寶可夢謎擬Q馬戲團一番賞PokemonMimikkyu’sCircusA賞	神奇寶貝系列	700	0
1502	防疫清潔站立型拖把桿乾濕兩用拖把布5入組不適用超商取貨-台灣製造-摩布工場-MOPSET-3214-5	其他	299	0
1503	圖說三國1-10全套	中國名著	500	0
1504	PS4Orochi蛇魔3無雙ultimate九成新	動作冒險	1500	0
1505	二手已拆日版正版GSCFGOLancer阿爾托莉亞x030fb;潘德拉岡騎士王18PVC完成品	GOODSMILE	5800	0
1506	張韶涵-歐若拉CDDVD超值珍藏版-二手CD	女歌手	170	0
1507	iGUN6mm025gBB彈1KG025克025BB彈BB槍加重彈瓦斯槍玩具槍空氣槍CO2槍電動槍專用彈	BB彈/彈匣	198	0
1508	中心限定日版現貨皮卡丘雪人皮卡丘髮飾冬季系列寶可夢布製髮圈神奇寶貝中心限定雪人娃娃聖誕節禮物	髮圈、髮箍	520	0
1509	實木之家厚仿牛皮連椅墊U22連椅墊系列394-7牛皮坐墊沙發坐墊木椅座墊皮椅墊和室坐墊	木製沙發	1750	0
1510	豬帽子現貨代理版GSCPOPUPPARADE女神異聞錄5Joker	其他	1200	0
1511	ATID-379舐x03081;犯x03057;義父x0306e;欲望4明里x03064;x03080;x0304e;明里紬MP4	其他	40	0
1512	可議價北方CJ2-1111葉片式恆溫電暖爐電暖器	葉片	3943	0
1513	ShimanoXTRSPDPEDAL-PD-M9100登山車踏板卡踏	踏板	3500	0
1514	樂達現貨代理版鋼彈UniverseGU-10托爾吉斯可動完成品603364	機動戰士鋼彈	680	0
1515	限時免運附電池說明書血氧儀指夾式脈搏血氧儀黑白新品彩屏監測儀家用血氧儀英文顏色隨機發	其他	645	0
1516	BANDAISHF皇后樂團佛萊迪墨裘瑞拯救生命演唱會FREDDIEMERCURY麥可傑克蝙蝠俠	S.H.Figuarts	980	0
1517	虎尾創意電子12V15A電源適配器100-240V電源供應器5525變壓器	DC 電源連接器	130	0
1518	C55二手變壓器DC10V12A實測外正內負148V歡迎自取	燈泡、燈管	100	0
1519	"FX-687	全彩包裝日本代購	x0629c;x0304b;x0305a;x0306e;六x0767a;中出x03057;近親相姦密x07740;交尾x05185;原美智子"	日本	50	0
1520	ALG卡牌專門C21指揮官2021Rionya,FireDancer舞火莉昂雅英文擴圖	魔法風雲會	70	0
1521	STARBUCKS2010星巴克3floz90ml	其他商標	450	0
1522	CardTube卡族1050606REDU-JP012遊戲王銀普卡∼先史遺產水晶骨架	遊戲王	10	0
1523	華戀精品REhololiveHP001B-070RR潤羽露西婭REBIRTHforyou補充包	收集卡	30	0
1524	涵藝品小舖天然白水晶球擺件x1f493;手鍊排水晶鈦晶碧璽玉石琥珀蜜蠟特賣	其他水晶雕刻品 	800	0
1525	佳樺MIT臺灣文創祈福玲鑰匙圈批發A9祈福鈴如意鎖圈守願祈望台灣紀念品幸福平安健康鑰匙扣如意小物去小人辟邪開運生日禮物	其他	55	0
1526	爆款M-5XL內刷毛高領長袖t恤休閒百搭高彈力修身內衣素色薄絨秋冬季男女打底衫發熱衣長袖上衣韓版保暖舒適	其他內衣褲	232	0
1527	老池五金附發票機車工具加大新式180CC擋離合器工具強力離合器工具擋機車離合器工具機車用離合器工具	其他五金工具	580	0
1528	只有雜誌只賣雜誌一本現貨MonoMaster9月號2019附VAN肩背包相機包男性時尚	其他	61	0
1529	x02661;印地摩沙x02661;印度Pears沁涼清新香皂GermShieldSoap125g促銷價超商上限33顆	清潔沐浴	29	0
1530	缺貨中-花花世界_玫瑰苗--桃色美人，桃色夫人--強香35吋盆高15-20公分Tm	花苗、樹苗	100	0
1531	漫畫ULTRAMAN超人力霸王1下口智裕｜東立20170203	其他漫畫	108	0
1532	魔窟WS點兔GUW88-P16SPRx03044;x03063;x03057;x03087;x0306b;行x03053;x03046;x030b3;x030b3;x030a2;請問您今天要來點兔子嗎紙牌	其他紙牌遊戲	200	0
1533	卡牌屋德版特價送規則Dynasties:HeirateHerrsche	其他益智遊戲、玩具	1900	0
1534	阿草雜貨舖-＊長刺骨螺Murextribulus＊-約55公分75公分	貝類標本	40	0
1535	加冰世界聖誕之吻PreciousMemoriesPM卡片亮面卡01-021C七x054b2;逢	其他紙牌遊戲	10	0
1536	x030df;Star恆星HMA原創不起眼女主角培育法路人女主的養成方法加藤惠等身抱枕抱枕套動漫等身抱枕套等身枕套枕頭	精品配件	1000	0
1537	SFC日版GAME盒裝快打旋風2加強版41719671		170	0
1538	適用格蘭仕適用美的海爾松下LG微波爐門鉤彈簧微波爐配件門勾拉簧	其他	110	0
1539	欣閱書室泰明軒名店的蔬食美味ISBN:9862418915│天下雜誌│茂出木浩司│八成新	其他	116	0
1540	X1515簡共產黨和社會黨百年關係史黃宗良林勛健主編北京大學出版2002	古書善本	70	0
1541	彰化手機館手機皮套ASUSzenfone2ZE550ML視窗感應隱藏磁扣智能休眠出清促銷	其他系列	120	0
1542	MONTEMODELDaiwa前打落入無配重鋁合金拋光竿尾塞	其他釣魚裝備	300	0
1543	T13藍芽50無線發射器及接收器汽車無線音響救星車用藍芽接收器藍牙音樂音頻傳送及接收器傳統音響變無線音響	藍芽傳輸器	230	0
1544	RWG單排針排針180度40P腳距254mm	其他	1	0
1545	虎嘯實木沙發坐墊帶靠背春秋椅坐墊冬天加厚好拆洗海綿客廳通用露天拍賣	其他	1646	0
1546	全新樂高黑色厚臂32525Liftarm1x11ThickP34156150602957864290	零件、配件	7	0
1547	印地安納瓊斯1-4經典套裝	動作	1500	0
1548	快速出貨1抖音綠頭魚頭套面具可愛搞怪搞笑沙雕怪怪人綠色網紅酒吧奔波霸兒	其他	328	0
1549	書影集散5折100嘔吐沙特著志文2006再版	其他	100	0
1550	PLARAIL車站組閃燈信號聲光GOGO發車站_15469日本TOMY多美火車鐵道王國永和小人國玩具店	其他	1950	0
1551	12吋5葉電風扇葉片	零件、耗材	100	0
1552	卡卡夫2月預購取付免訂金COSPA遊戲王怪獸之決鬥千年積木加大寬鬆版套頭連帽外套帽T黑1219	其他	1599	0
1553	全新LEGO樂高淺灰色引擎4868EngineSmoothLarge2x2L14263610	零件、配件	9	0
1554	頂天立地TOPEAKDual-TouchBikeStand頂天立地架可伸縮停車塔立車架	其他用具	4000	0
1555	任我行騎士部品KYTNFRS紅NFR內墨片全罩式雙D扣安全帽NF-R	安全帽	4800	0
1556	檯燈臥室床頭燈ins風少女北歐日式原木風網紅民宿裝飾日系竹編燈	檯燈	3860	0
1557	可開統編批發14柄加長直刀雙刃直刀加長修邊刀修邊機機刀頭外貿出口刀頭	其他	350	0
1558	低價王3M1309B1309S大力膠帶100%防水耐溫抗水抗UV防水布膠帶服貼可手撕居家必備款	裝修除味/保養	68	0
1559	ILOVE樂多極少量驚悚擬真系列眼球怪剖腦殭屍鑰匙圈陰屍路	其他	350	0
1560	現貨供應原廠正品JustFogC601Pod650mAh非ZEROPHIXNRX2VTVRELX	其他	560	0
1561	SamsungGt-S56283G觸控手機支援Wi-Fi33	其他型號	850	0
1562	佳能6D25d370d5D45D26D700D7D750D保x062a4;套佳能相机硅x080f6;套	相機皮套	450	0
1563	正版R級_HA6478_同x07a93;x04f1a;x0306e;夜、突然x0306e;大雨x03067;終電逃x03057;元彼x030c0;x030e1;男x03068;x030db;x030c6;x030eb;x03067;朝x0307e;x03067;…岬x0306a;x0306a;x0307f;	日本	50	0
1564	古今書廊二手書店中國近代史稿1-3冊合售isbn:│中國社會科學院近代史研究所│八成新	其他	700	0
1565	大翰先生現貨萬代組裝模型HGUC1144Ξ鋼彈VS潘娜洛普感應飛彈特效套組13325-0116	其他	3650	0
