	names	category_names	prices	notCorrect
258	任天堂NINTENDOSWITCHNSSANDISKTF128GMICROSD記憶卡台灣公司貨台中	周邊配備	845	0
259	夢軍團多樣現貨武士道Vol963請問您今天要來點兔子嗎？動漫卡套優惠絕版卡套桐間紗路1包60張	收集卡	280	0
260	可面交古老街賣場火箭筒誘餌籠長型孔-小中大大大火箭筒誘餌籠誘餌籠釣魚釣具	其他釣魚裝備	15	0
261	x1f388;三福牌x1f380;純棉高腰女士三角褲x1f9e1;輕鬆舒適涼爽媽媽褲高腰褲熟女最愛	三角褲	80	0
262	LGv20鏡頭金屬框現貨不必等	手機配件	150	0
263	小七新品多肉氣吹電動吹水神器電腦清灰水珠電動強力專用除塵工具相機清潔鏡頭塵吹器小型吹塵吹塵器	其他	2510	0
264	M27M30M3320129級高強度細牙外六角螺絲釘加硬細絲螺栓發黑	其他	210	0
265	卡司魔遊戲王LTGY-JP045　臂鎧射手　日文亮面804快子銀河之王LTGY	遊戲王	39	0
266	小謙單車全新X-FREE美式塑膠氣嘴蓋美嘴蓋自行車、腳踏車氣門嘴帽、機車氣門帽、汽車輪胎嘴防塵蓋、防塵帽	其他用具	1	0
267	AI電子全銅加粗DC5521MM公轉母插頭電源線DC監控延長線15米	電子零件、材料	45	0
268	電子刷卡水表家用智能數字插卡式DN50數字顯示干式ic智能磁卡水表sszz	其他	1554	0
269	密斯特喬預購4-5月日本向上委員會PMKJ014精細作業用遮蓋膠帶切割器	組裝、修補工具	469	0
270	◆LCH◆正版DVD變臉-斷箭-約翰屈伏塔、世貿中心-尼可拉斯凱吉買三項商品免運費	動作	138	0
271	含稅附發票加購好禮小米BM3F小米8Pro小米8探索版原廠電池	小米	205	0
272	30MA5V太陽能電池板太陽能滴膠板DIY太陽能板5330MMjd	其他	69	0
273	汽車置杯架29元杯架汽車飲料架折疊杯座車杯架汽車杯架車用飲料架側門杯架車內水杯架，車用門邊杯架飲料架	飲料架、置物架	29	0
274	Helikon-texMO-O10-CD-02WATERCANTEENPOUCH	其他軍用裝備、配件	900	0
275	7-11史努比snoopy好生活造型保溫保冷袋現貨囉	其他	399	0
276	ALG卡牌專門OGW守護者誓約FoilCaptainsClaws閃隊長利爪英中俄羅斯文	魔法風雲會	25	0
277	賤賣小舖WPP2-JP049瓔珞帝華花貝母亮面	遊戲王	39	0
278	大自在含稅附發票VICTOR羽毛球勝利勝利牌羽球比賽球比賽級B-01NNEWCHAMPION	羽球	650	0
279	SC小舖>WIXOSSWXK10-015Px030b5;x030dd;x030fc;x030bf;x030fc;鈴原x0308b;x0308b;LC閃卡	其他紙牌遊戲	800	0
280	中鋼熊愛台灣股東會紀念品螺絲起子工具組	其他家庭雜貨 	149	0
281	中日機械五金手搖式瓦斯切管器氧氣乙炔切割切管器手搖式切管TKS-168	其他五金工具	2800	0
282	哈哈商城台灣製福牌無毒不沾雙耳烤盤炒鍋鍋具爐具料理碗盤碗筷平底鍋烤肉	炒鍋、不沾鍋	700	0
283	搖擺日雜全新現貨正版代理版一番賞哥吉拉對金剛F賞頭雕哥吉拉真哥吉拉基多拉凱文磁鐵公仔景品	卡漫收藏	500	0
284	御宅族T-Arts代理轉蛋扭蛋精靈寶可夢排隊做體操公仔全5種現貨果然翁可達鴨波克比魔牆人偶	神奇寶貝系列	250	0
285	HuGaGa收納館x02122;KEYWAYRC620大橫綱椅多件享優惠聯府承重量100kg外出椅烤肉野餐台灣製造	庭院休閒桌椅	140	0
286	量多更便宜-16A6齒攪拌機飛機鑽風葉轉子風葉博大16A手電鑽08-16電機轉子風葉386026W1073-200	其他	37	0
287	森林二手書10907位I4快樂廚房11-煲仔菜鄭衍基台視文化	煲湯	35	0
288	附發票牧田makitaE-05452硬底耐磨手提工具袋510x295x280工具袋手提工具袋多功能工具包	其他五金工具	1575	0
289	台南益智行XboxOne戰爭機器5特別仕樣無線控制器現貨	控制器、周邊配備	2090	0
290	牌塔WS艦娘KCS31-062SSPSSP簽名榛名改二艦隊收藏紙牌	其他紙牌遊戲	1500	0
291	a1230921訂2件	紫砂壺	2500	0
292	世界大牌鑄鐵製玉米餅壓模可當墨西哥玉米餅機蔥油餅壓模蔥油餅壓皮機玉米餅壓皮器玉米餅壓皮機0直購	其他	660	0
293	度度鳥回到起點1│東立紫界│x03044;x03061;x0304b;x0308f;x058f1;│定價：140元	BL系列	119	0
294	OK動漫123380黏土人1524波風湊	其他	1350	0
295	DSC德鑫-台灣15米高壓風管輪座耐用型風管捲揚器另有10米風管輪座月底前購買德國5w50機油96瓶就送您1只	其他汽車百貨	4200	0
296	曬衣網曬衣網晾衣籃子涼晾衣網兜毛衣平鋪家用架晾襪子神器雙層聖誕節	其他	257	0
297	編號32-歐洲合唱團-倒數計時-Europe-TheFinalCountdown進口版CD近全新>	CD	300	0
298	24H出貨加拿大輔x09176;Q10-100毫克，60顆軟膠囊Naturalfactors優沛康	其他	465	0
299	芊宸百貨類18650電池收納盒鋰電池收納盒保存盒16430電池盒放置盒儲存盒收納盒台灣現貨18350	生活雜貨	4	0
300	高雄轉交廚LVP2-JP086PSY裝甲領主Λ亮面	遊戲王	9	0
301	愛郵者〈空白首日封〉66年世界反共聯盟第十屆大會紀162EC66-5	台灣郵票	3	0
302	＊無敵搭配＊STR-PROWASH強力撥水劑防霧劑極萬用汽車機車安全帽防水零死角↗效果看的見	其他清潔用品	529	0
303	日本販賣通代購動畫ufotable鬼滅之刃插圖紀錄集畫集壹x058f1;	畫冊	470	0
304	日本百貨NOBEL諾貝爾男梅嚼糖袋裝35g硬軟糖梅乾糖日本糖果拜拜濃厚梅干糖日本進口	其他	55	0
305	又昇樂器音響超值免運Elixir全系列同型號三包NanowebOptiwebPolyweb電吉他弦	其他	1320	0
306	瑋庭五金聚利五金採果網摘果網單肉客製裝柄36米伸縮固定柄隨心所欲豪方便！	庭院、花草園藝	80	0
307	林老師琥珀坊1174克雞油黃蜜蠟無事牌吊墜053	墬子	3600	0
308	特價鷹爪行動風雲者三防戰術褲-灰綠色-OECPAT-3PRF-SG系列	休閒長褲	1600	0
309	白>PAC1-JP016灰流麗亮面日紙	遊戲王	210	0
310	紀寶勃肯鞋包頭拖鞋拖鞋輕便鞋室內鞋室外鞋台灣製造	其他	189	0
311	素心模型HGRGMG11441100造型手改件1包8只4對現貨	1:100	50	0
312	葉阿罵的日本製老懷爐	其他	640	0
313	現貨yoki黑檀實木壺承茶承壺托養壺墊茶壺墊干泡茶臺底座隔熱防滑紫砂壺托	餐、桌墊	430	0
314	不要香菜、芹菜4010公分連續印章、食品客製化印章特價每個：120元	印章 	120	0
315	子甄x05f63;璟乾武寶劍正品標準太極劍不鏽鋼龍泉寶劍太極拳武術用品晨練練習劍表演劍未開刃	劍擊/劍道	2990	0
316	Type-C轉換線Type-C轉換線轉換線轉換線材手機配件八八八e網購	其他品牌	119	0
317	現貨一日達免運發票按摩棒跳蛋自慰棒保密發貨自慰器情趣用品自慰女用按摩棒成人用品	其他	599	0
318	現貨三星Samsung，Galaxy，A60，透明翻蓋手機殼，立式電鍍鏡面殼，SM-A606Y，後蓋保護殼，防刮耐	其他品牌	590	0
319	4xxxxxxxxn下標區	其他品牌	10	0
320	SPDS-JP006D-HERO神聖小子亮面	遊戲王	999999	0
321	櫻花瑪瑙CherryBlossomAgate裸石蛋面墜子吊墜戒指-沐炫	其他	140	0
322	296566C倉庫天線座SMA-KE直頭正腳型外螺內孔直插SMA座W2-1296566	其他	5	0
323	北港9號新花生可以現吃喔！	果乾、堅果、零食	89	0
324	館前工具直三通-三通直三通單手直三通JZ直三通	其他五金工具	150	0
325	=凈心=開光貴人符三角符護身符單層平安護身符	其他	10	0
326	363011C倉庫RY-106S圓形三隻腳船形開關LED檯燈DIY射燈配件W313-191210363011	其他	4	0
327	AC草影侏儒橘螯對蝦CPO噴點型一對對蝦螯蝦觀賞蝦	其他用品	280	0
328	遊戲王LVP3-JP092冰之魔妖雪女銀字P23985新會換新卡套	遊戲王	7	0
329	GammaRay-HellYeahTheAwesomeFoursome2枚組全新	重金屬	240	0
330	烈馬驛站112STBYamahaPW501981Spark樹脂	摩托車金屬模型	1950	0
331	三色中文鍵盤貼紙高品質注音倉頡PC個人電腦NB筆記型電腦電競鍵盤繁體防水通用注音貼紙qs	其他	15	0
332	WII日版GAME新超級瑪利歐兄弟Wii41468104	其他類型	180	0
333	台灣製威士忌大冰球組一次3球冰球組威士忌冰塊威士忌冰球冰球製冰盒結冰盒冰塊冰塊盒	其他廚房用品	49	0
334	多多熊雜貨舖展示品銀魂GEMmegahousex05742;田銀時萬事屋日版	日本景品	1000	0
335	ALG卡牌專門CN2詭局:王權爭霸SovereignsRealm君臨全城日文	魔法風雲會	20	0
336	二手商品Switch遊戲NS美國職業籃球NBA2K20中文版板橋魔力	運動	490	0
337	光頡viking1%0603貼片電阻包128值格常用電阻樣品盒樣品本樣品包	其他電腦周邊設備	3492	0
338	臺灣製鈦合金多功能萬用煎烤盤34cm附寬邊玻璃蓋當解凍盤燒烤悶燒熱炒無塗層可用鐵鏟非不沾鍋	平底鍋	890	0
339	tendTPWB5-L73ROG積層式警示燈TOWERLIGHT紅橙綠蜂鳴器24VACDCLED	控制器	1080	0
